Year,State Code,Producer Type,Fuel Source,Generators,Facilities,Nameplate Capacity (Megawatts),Summer Capacity (Megawatts)
1993,GA,"Combined Heat and Power, Industrial Power",Coal,,5,72.3,64.2
1993,GA,"Combined Heat and Power, Industrial Power",Hydroelectric,,8,9.6,9.4
1993,GA,"Combined Heat and Power, Industrial Power",Natural Gas,,14,116.3,102.6
1993,GA,"Combined Heat and Power, Industrial Power",Petroleum,,7,103,96.4
1993,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,,30,710.6,676.9
1993,GA,"Electric Generators, Electric Utilities",All Sources,,59,"23,148.90","21,504.10"
1993,GA,"Electric Generators, Electric Utilities",Coal,,12,"14,549.40","13,114.60"
1993,GA,"Electric Generators, Electric Utilities",Hydroelectric,,31,"1,985.70","2,029.30"
1993,GA,"Electric Generators, Electric Utilities",Natural Gas,,8,393.1,361.6
1993,GA,"Electric Generators, Electric Utilities",Nuclear,,2,"3,950.00","3,824.70"
1993,GA,"Electric Generators, Electric Utilities",Petroleum,,5,"1,511.90","1,350.50"
1993,GA,"Electric Generators, Electric Utilities",Pumped Storage,,,758.8,823.4
1993,GA,"Electric Generators, Independent Power Producers",All Sources,,6,8.3,7.9
1993,GA,"Electric Generators, Independent Power Producers",Hydroelectric,,3,3.4,3.3
1993,GA,"Electric Generators, Independent Power Producers",Natural Gas,,1,1.2,1.1
1993,GA,"Electric Generators, Independent Power Producers",Other Biomass,,,1.6,1.6
1993,GA,"Electric Generators, Independent Power Producers",Petroleum,,1,2.1,2
1993,GA,Total Electric Power Industry,All Sources,,114,"24,228.10","22,519.10"
1993,GA,Total Electric Power Industry,Coal,,,"14,621.60","13,178.80"
1993,GA,Total Electric Power Industry,Hydroelectric,,38,"1,998.60","2,042.00"
1993,GA,Total Electric Power Industry,Natural Gas,,18,512.1,466.8
1993,GA,Total Electric Power Industry,Nuclear,,2,"3,950.00","3,824.70"
1993,GA,Total Electric Power Industry,Other Biomass,,,1.6,1.6
1993,GA,Total Electric Power Industry,Petroleum,,,"1,674.60","1,505.00"
1993,GA,Total Electric Power Industry,Pumped Storage,,,758.8,823.4
1993,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,,15,710.6,676.9
1993,HI,"Combined Heat and Power, Electric Power",All Sources,,3,527.3,470.8
1993,HI,"Combined Heat and Power, Electric Power",Coal,,2,227.8,213.2
1993,HI,"Combined Heat and Power, Electric Power",Petroleum,,1,299.5,257.5
1993,HI,"Combined Heat and Power, Industrial Power",All Sources,,19,199.7,186.9
1993,HI,"Combined Heat and Power, Industrial Power",Hydroelectric,,14,14.7,14.4
1993,HI,"Combined Heat and Power, Industrial Power",Other Biomass,,,155.3,147.2
1993,HI,"Combined Heat and Power, Industrial Power",Other Gases,,2,9,7.7
1993,HI,"Combined Heat and Power, Industrial Power",Petroleum,,2,20.8,17.7
1993,HI,"Electric Generators, Electric Utilities",All Sources,,19,"1,658.70","1,601.60"
1993,HI,"Electric Generators, Electric Utilities",Hydroelectric,,2,3.4,3.4
1993,HI,"Electric Generators, Electric Utilities",Petroleum,,10,"1,655.40","1,598.20"
1993,HI,"Electric Generators, Independent Power Producers",All Sources,,6,119.3,112.3
1993,HI,"Electric Generators, Independent Power Producers",Geothermal,,1,30,27.9
1993,HI,"Electric Generators, Independent Power Producers",Other Biomass,,,66.8,61.8
1993,HI,"Electric Generators, Independent Power Producers",Wind,,3,22.6,22.6
1993,HI,Total Electric Power Industry,All Sources,,47,"2,505.00","2,371.50"
1993,HI,Total Electric Power Industry,Coal,,,227.8,213.2
1993,HI,Total Electric Power Industry,Geothermal,,1,30,27.9
1993,HI,Total Electric Power Industry,Hydroelectric,,9,18,17.7
1993,HI,Total Electric Power Industry,Other Biomass,,,222,209
1993,HI,Total Electric Power Industry,Other Gases,,1,9,7.7
1993,HI,Total Electric Power Industry,Petroleum,,,"1,975.60","1,873.50"
1993,HI,Total Electric Power Industry,Wind,,3,22.6,22.6
1993,IA,"Combined Heat and Power, Commercial Power",All Sources,,4,33.8,31.7
1993,IA,"Combined Heat and Power, Commercial Power",Coal,,2,28.5,26.5
1993,IA,"Combined Heat and Power, Commercial Power",Natural Gas,,2,3.5,3.4
1993,IA,"Combined Heat and Power, Commercial Power",Other Biomass,,,1.8,1.8
1993,IA,"Combined Heat and Power, Electric Power",All Sources,,2,36.2,33.7
1993,IA,"Combined Heat and Power, Electric Power",Coal,,1,33,30.6
1993,IA,"Combined Heat and Power, Electric Power",Other Biomass,,,3.2,3.1
1993,IA,"Combined Heat and Power, Industrial Power",All Sources,,7,216.3,201.9
1993,IA,"Combined Heat and Power, Industrial Power",Coal,,7,216.3,201.9
1993,IA,"Electric Generators, Electric Utilities",All Sources,,153,"8,847.90","8,074.00"
1993,IA,"Electric Generators, Electric Utilities",Coal,,22,"6,251.60","5,818.20"
1993,IA,"Electric Generators, Electric Utilities",Hydroelectric,,6,130.5,124.7
1993,IA,"Electric Generators, Electric Utilities",Natural Gas,,58,"1,008.90",869.6
1993,IA,"Electric Generators, Electric Utilities",Nuclear,,1,597.2,515
1993,IA,"Electric Generators, Electric Utilities",Petroleum,,63,859.6,746.4
1993,IA,"Electric Generators, Electric Utilities",Wind,,1,0.1,0.1
1993,IA,"Electric Generators, Independent Power Producers",All Sources,,16,164.7,145.8
1993,IA,"Electric Generators, Independent Power Producers",Hydroelectric,,2,5.4,5.2
1993,IA,"Electric Generators, Independent Power Producers",Natural Gas,,2,70,59.5
1993,IA,"Electric Generators, Independent Power Producers",Petroleum,,12,89.3,81.1
1993,IA,Total Electric Power Industry,All Sources,,182,"9,298.80","8,487.00"
1993,IA,Total Electric Power Industry,Coal,,,"6,529.40","6,077.20"
1993,IA,Total Electric Power Industry,Hydroelectric,,8,135.9,129.9
1993,IA,Total Electric Power Industry,Natural Gas,,61,"1,082.40",932.5
1993,IA,Total Electric Power Industry,Nuclear,,1,597.2,515
1993,IA,Total Electric Power Industry,Other Biomass,,,5,4.9
1993,IA,Total Electric Power Industry,Petroleum,,,948.9,827.5
1993,IA,Total Electric Power Industry,Wind,,1,0.1,0.1
1993,ID,"Combined Heat and Power, Electric Power",All Sources,,2,12.5,11.6
1993,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,,2,12.5,11.6
1993,ID,"Combined Heat and Power, Industrial Power",All Sources,,5,156.2,145.8
1993,ID,"Combined Heat and Power, Industrial Power",Coal,,2,13.3,12.3
1993,ID,"Combined Heat and Power, Industrial Power",Other,,2,15.9,14.8
1993,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,,4,127,118.7
1993,ID,"Electric Generators, Electric Utilities",All Sources,,45,"2,088.70","2,304.10"
1993,ID,"Electric Generators, Electric Utilities",Hydroelectric,,44,"2,083.70","2,298.60"
1993,ID,"Electric Generators, Electric Utilities",Petroleum,,1,5,5.5
1993,ID,"Electric Generators, Independent Power Producers",All Sources,,32,259.9,246.9
1993,ID,"Electric Generators, Independent Power Producers",Hydroelectric,,32,259.9,246.9
1993,ID,Total Electric Power Industry,All Sources,,84,"2,517.30","2,708.50"
1993,ID,Total Electric Power Industry,Coal,,,13.3,12.3
1993,ID,Total Electric Power Industry,Hydroelectric,,76,"2,343.60","2,545.60"
1993,ID,Total Electric Power Industry,Other,,1,15.9,14.8
1993,ID,Total Electric Power Industry,Petroleum,,,5,5.5
1993,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,,4,139.5,130.4
1993,IL,"Combined Heat and Power, Commercial Power",All Sources,,14,73.7,68.7
1993,IL,"Combined Heat and Power, Commercial Power",Coal,,1,15,13.9
1993,IL,"Combined Heat and Power, Commercial Power",Hydroelectric,,2,1.2,1.1
1993,IL,"Combined Heat and Power, Commercial Power",Natural Gas,,22,54.5,51.1
1993,IL,"Combined Heat and Power, Commercial Power",Other Biomass,,,3,2.6
1993,IL,"Combined Heat and Power, Electric Power",All Sources,,3,7.7,7
1993,IL,"Combined Heat and Power, Electric Power",Natural Gas,,2,3.8,3.7
1993,IL,"Combined Heat and Power, Electric Power",Other Biomass,,,3.9,3.3
1993,IL,"Combined Heat and Power, Industrial Power",All Sources,,39,566.7,525.2
1993,IL,"Combined Heat and Power, Industrial Power",Coal,,8,336.9,314.1
1993,IL,"Combined Heat and Power, Industrial Power",Natural Gas,,50,166.2,150.2
1993,IL,"Combined Heat and Power, Industrial Power",Other Gases,,8,57.2,54.9
1993,IL,"Combined Heat and Power, Industrial Power",Petroleum,,2,6.3,5.9
1993,IL,"Electric Generators, Electric Utilities",All Sources,,101,"36,909.10","32,768.90"
1993,IL,"Electric Generators, Electric Utilities",Coal,,25,"17,220.10","15,063.00"
1993,IL,"Electric Generators, Electric Utilities",Hydroelectric,,5,13.7,12.5
1993,IL,"Electric Generators, Electric Utilities",Natural Gas,,33,"2,518.70","2,236.10"
1993,IL,"Electric Generators, Electric Utilities",Nuclear,,7,"13,734.30","12,609.00"
1993,IL,"Electric Generators, Electric Utilities",Petroleum,,28,"3,422.40","2,848.30"
1993,IL,"Electric Generators, Independent Power Producers",All Sources,,10,48.7,44.8
1993,IL,"Electric Generators, Independent Power Producers",Hydroelectric,,2,17.1,16.7
1993,IL,"Electric Generators, Independent Power Producers",Other Biomass,,,29.2,25.8
1993,IL,"Electric Generators, Independent Power Producers",Petroleum,,1,2.4,2.3
1993,IL,Total Electric Power Industry,All Sources,,167,"37,605.80","33,414.60"
1993,IL,Total Electric Power Industry,Coal,,,"17,572.00","15,391.10"
1993,IL,Total Electric Power Industry,Hydroelectric,,8,32,30.3
1993,IL,Total Electric Power Industry,Natural Gas,,71,"2,743.10","2,441.10"
1993,IL,Total Electric Power Industry,Nuclear,,7,"13,734.30","12,609.00"
1993,IL,Total Electric Power Industry,Other Biomass,,,36.1,31.7
1993,IL,Total Electric Power Industry,Other Gases,,4,57.2,54.9
1993,IL,Total Electric Power Industry,Petroleum,,,"3,431.10","2,856.60"
1993,IN,"Combined Heat and Power, Commercial Power",All Sources,,7,33.6,31
1993,IN,"Combined Heat and Power, Commercial Power",Coal,,2,17.2,16
1993,IN,"Combined Heat and Power, Commercial Power",Natural Gas,,6,4.6,3.9
1993,IN,"Combined Heat and Power, Commercial Power",Other Biomass,,,6.5,6.1
1993,IN,"Combined Heat and Power, Commercial Power",Petroleum,,1,5.4,5.1
1993,IN,"Combined Heat and Power, Industrial Power",All Sources,,16,765.7,735.8
1993,IN,"Combined Heat and Power, Industrial Power",Coal,,5,205.4,190.5
1993,IN,"Combined Heat and Power, Industrial Power",Natural Gas,,10,261.6,255.4
1993,IN,"Combined Heat and Power, Industrial Power",Other Gases,,8,295,286.3
1993,IN,"Combined Heat and Power, Industrial Power",Petroleum,,2,3.7,3.6
1993,IN,"Electric Generators, Electric Utilities",All Sources,,58,"23,235.00","20,900.90"
1993,IN,"Electric Generators, Electric Utilities",Coal,,30,"21,622.70","19,542.10"
1993,IN,"Electric Generators, Electric Utilities",Hydroelectric,,5,89.4,69
1993,IN,"Electric Generators, Electric Utilities",Natural Gas,,13,"1,004.30",798.8
1993,IN,"Electric Generators, Electric Utilities",Petroleum,,10,518.6,491.1
1993,IN,Total Electric Power Industry,All Sources,,81,"24,034.30","21,667.70"
1993,IN,Total Electric Power Industry,Coal,,,"21,845.30","19,748.50"
1993,IN,Total Electric Power Industry,Hydroelectric,,5,89.4,69
1993,IN,Total Electric Power Industry,Natural Gas,,21,"1,270.40","1,058.10"
1993,IN,Total Electric Power Industry,Other Biomass,,,6.5,6.1
1993,IN,Total Electric Power Industry,Other Gases,,4,295,286.3
1993,IN,Total Electric Power Industry,Petroleum,,,527.7,499.8
1993,KS,"Combined Heat and Power, Industrial Power",All Sources,,8,48.2,42.3
1993,KS,"Combined Heat and Power, Industrial Power",Natural Gas,,12,43.8,38.1
1993,KS,"Combined Heat and Power, Industrial Power",Petroleum,,2,4.4,4.3
1993,KS,"Electric Generators, Electric Utilities",All Sources,,125,"10,576.40","9,705.70"
1993,KS,"Electric Generators, Electric Utilities",Coal,,9,"5,634.10","5,189.00"
1993,KS,"Electric Generators, Electric Utilities",Natural Gas,,85,"3,012.20","2,772.00"
1993,KS,"Electric Generators, Electric Utilities",Nuclear,,1,"1,235.80","1,134.00"
1993,KS,"Electric Generators, Electric Utilities",Petroleum,,29,694.4,610.6
1993,KS,"Electric Generators, Electric Utilities",Wind,,1,0.1,0.1
1993,KS,"Electric Generators, Independent Power Producers",All Sources,,1,2.2,2.2
1993,KS,"Electric Generators, Independent Power Producers",Hydroelectric,,1,2.2,2.2
1993,KS,Total Electric Power Industry,All Sources,,134,"10,626.80","9,750.20"
1993,KS,Total Electric Power Industry,Coal,,,"5,634.10","5,189.00"
1993,KS,Total Electric Power Industry,Hydroelectric,,1,2.2,2.2
1993,KS,Total Electric Power Industry,Natural Gas,,91,"3,056.00","2,810.10"
1993,KS,Total Electric Power Industry,Nuclear,,1,"1,235.80","1,134.00"
1993,KS,Total Electric Power Industry,Petroleum,,,698.7,614.9
1993,KS,Total Electric Power Industry,Wind,,1,0.1,0.1
1993,KY,"Electric Generators, Electric Utilities",All Sources,,38,"17,367.50","15,297.10"
1993,KY,"Electric Generators, Electric Utilities",Coal,,22,"16,118.40","14,093.00"
1993,KY,"Electric Generators, Electric Utilities",Hydroelectric,,7,746.3,795
1993,KY,"Electric Generators, Electric Utilities",Natural Gas,,6,277.5,225
1993,KY,"Electric Generators, Electric Utilities",Petroleum,,3,225.4,184
1993,KY,Total Electric Power Industry,All Sources,,38,"17,367.50","15,297.10"
1993,KY,Total Electric Power Industry,Coal,,,"16,118.40","14,093.00"
1993,KY,Total Electric Power Industry,Hydroelectric,,7,746.3,795
1993,KY,Total Electric Power Industry,Natural Gas,,6,277.5,225
1993,KY,Total Electric Power Industry,Petroleum,,,225.4,184
1993,LA,"Combined Heat and Power, Commercial Power",All Sources,,1,7.5,7.1
1993,LA,"Combined Heat and Power, Commercial Power",Natural Gas,,2,7.5,7.1
1993,LA,"Combined Heat and Power, Electric Power",All Sources,,1,200,192.2
1993,LA,"Combined Heat and Power, Electric Power",Petroleum,,,200,192.2
1993,LA,"Combined Heat and Power, Industrial Power",All Sources,,46,"2,599.60","2,308.30"
1993,LA,"Combined Heat and Power, Industrial Power",Coal,,1,8.5,8
1993,LA,"Combined Heat and Power, Industrial Power",Natural Gas,,62,"2,058.60","1,793.10"
1993,LA,"Combined Heat and Power, Industrial Power",Other,,2,22,21.1
1993,LA,"Combined Heat and Power, Industrial Power",Other Biomass,,,5.5,5.1
1993,LA,"Combined Heat and Power, Industrial Power",Other Gases,,4,10,9.8
1993,LA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,,18,494.9,471.1
1993,LA,"Electric Generators, Electric Utilities",All Sources,,38,"18,211.30","16,885.00"
1993,LA,"Electric Generators, Electric Utilities",Coal,,4,"3,571.60","3,343.00"
1993,LA,"Electric Generators, Electric Utilities",Natural Gas,,31,"12,160.70","11,324.00"
1993,LA,"Electric Generators, Electric Utilities",Nuclear,,2,"2,235.90","2,006.00"
1993,LA,"Electric Generators, Electric Utilities",Petroleum,,1,243.2,212
1993,LA,"Electric Generators, Independent Power Producers",All Sources,,3,243.3,231.3
1993,LA,"Electric Generators, Independent Power Producers",Hydroelectric,,1,192,182.4
1993,LA,"Electric Generators, Independent Power Producers",Natural Gas,,1,40,38.4
1993,LA,"Electric Generators, Independent Power Producers",Other Biomass,,,11.3,10.5
1993,LA,Total Electric Power Industry,All Sources,,89,"21,261.60","19,623.80"
1993,LA,Total Electric Power Industry,Coal,,,"3,580.10","3,351.00"
1993,LA,Total Electric Power Industry,Hydroelectric,,1,192,182.4
1993,LA,Total Electric Power Industry,Natural Gas,,65,"14,266.80","13,162.60"
1993,LA,Total Electric Power Industry,Nuclear,,2,"2,235.90","2,006.00"
1993,LA,Total Electric Power Industry,Other,,1,22,21.1
1993,LA,Total Electric Power Industry,Other Biomass,,,16.8,15.6
1993,LA,Total Electric Power Industry,Other Gases,,2,10,9.8
1993,LA,Total Electric Power Industry,Petroleum,,,443.2,404.2
1993,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,,9,494.9,471.1
1993,MA,"Combined Heat and Power, Commercial Power",All Sources,,5,84.6,79.4
1993,MA,"Combined Heat and Power, Commercial Power",Natural Gas,,8,31.3,27.4
1993,MA,"Combined Heat and Power, Commercial Power",Petroleum,,1,53.3,52
1993,MA,"Combined Heat and Power, Electric Power",All Sources,,9,929.2,802.1
1993,MA,"Combined Heat and Power, Electric Power",Coal,,1,22,20.6
1993,MA,"Combined Heat and Power, Electric Power",Natural Gas,,7,897.8,772.8
1993,MA,"Combined Heat and Power, Electric Power",Other Biomass,,,9.4,8.8
1993,MA,"Combined Heat and Power, Industrial Power",All Sources,,24,168.3,154.5
1993,MA,"Combined Heat and Power, Industrial Power",Coal,,2,11.3,10.5
1993,MA,"Combined Heat and Power, Industrial Power",Hydroelectric,,8,5.9,5.8
1993,MA,"Combined Heat and Power, Industrial Power",Natural Gas,,24,96.6,88.6
1993,MA,"Combined Heat and Power, Industrial Power",Other Biomass,,,21.4,20.5
1993,MA,"Combined Heat and Power, Industrial Power",Petroleum,,5,33.2,29.1
1993,MA,"Electric Generators, Electric Utilities",All Sources,,73,"9,676.90","9,460.70"
1993,MA,"Electric Generators, Electric Utilities",Coal,,4,"1,764.10","1,678.50"
1993,MA,"Electric Generators, Electric Utilities",Hydroelectric,,21,201.9,208
1993,MA,"Electric Generators, Electric Utilities",Natural Gas,,14,265.2,219.2
1993,MA,"Electric Generators, Electric Utilities",Nuclear,,1,678,665.4
1993,MA,"Electric Generators, Electric Utilities",Petroleum,,21,"5,321.50","5,040.90"
1993,MA,"Electric Generators, Electric Utilities",Pumped Storage,,2,"1,446.00","1,648.30"
1993,MA,"Electric Generators, Electric Utilities",Wind,,1,0.2,0.3
1993,MA,"Electric Generators, Independent Power Producers",All Sources,,21,467,428.4
1993,MA,"Electric Generators, Independent Power Producers",Hydroelectric,,10,55.1,53
1993,MA,"Electric Generators, Independent Power Producers",Natural Gas,,2,79.1,68.3
1993,MA,"Electric Generators, Independent Power Producers",Other Biomass,,,279.5,260.1
1993,MA,"Electric Generators, Independent Power Producers",Petroleum,,2,35.3,30.3
1993,MA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,,1,18,16.7
1993,MA,Total Electric Power Industry,All Sources,,132,"11,325.90","10,925.20"
1993,MA,Total Electric Power Industry,Coal,,,"1,797.40","1,709.60"
1993,MA,Total Electric Power Industry,Hydroelectric,,35,262.8,266.8
1993,MA,Total Electric Power Industry,Natural Gas,,39,"1,370.00","1,176.30"
1993,MA,Total Electric Power Industry,Nuclear,,1,678,665.4
1993,MA,Total Electric Power Industry,Other Biomass,,,310.3,289.4
1993,MA,Total Electric Power Industry,Petroleum,,,"5,443.20","5,152.40"
1993,MA,Total Electric Power Industry,Pumped Storage,,2,"1,446.00","1,648.30"
1993,MA,Total Electric Power Industry,Wind,,1,0.2,0.3
1993,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,,1,18,16.7
1993,MD,"Combined Heat and Power, Commercial Power",All Sources,,3,8.4,8.1
1993,MD,"Combined Heat and Power, Commercial Power",Other Biomass,,,2.6,2.5
1993,MD,"Combined Heat and Power, Commercial Power",Petroleum,,1,2,2
1993,MD,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,,2,3.9,3.6
1993,MD,"Combined Heat and Power, Electric Power",All Sources,,2,229.2,218.4
1993,MD,"Combined Heat and Power, Electric Power",Natural Gas,,1,169,162.4
1993,MD,"Combined Heat and Power, Electric Power",Other Biomass,,,60.2,56
1993,MD,"Combined Heat and Power, Industrial Power",All Sources,,1,65,60.3
1993,MD,"Combined Heat and Power, Industrial Power",Coal,,1,65,60.3
1993,MD,"Electric Generators, Electric Utilities",All Sources,,36,"11,602.00","10,708.80"
1993,MD,"Electric Generators, Electric Utilities",Coal,,7,"4,942.50","4,628.00"
1993,MD,"Electric Generators, Electric Utilities",Hydroelectric,,2,493.7,428
1993,MD,"Electric Generators, Electric Utilities",Natural Gas,,7,"1,413.70","1,275.30"
1993,MD,"Electric Generators, Electric Utilities",Nuclear,,1,"1,828.70","1,660.00"
1993,MD,"Electric Generators, Electric Utilities",Petroleum,,14,"2,923.40","2,717.50"
1993,MD,"Electric Generators, Independent Power Producers",All Sources,,1,2.9,2.8
1993,MD,"Electric Generators, Independent Power Producers",Other Biomass,,,2.9,2.8
1993,MD,Total Electric Power Industry,All Sources,,43,"11,907.60","10,998.30"
1993,MD,Total Electric Power Industry,Coal,,,"5,007.50","4,688.30"
1993,MD,Total Electric Power Industry,Hydroelectric,,2,493.7,428
1993,MD,Total Electric Power Industry,Natural Gas,,8,"1,582.70","1,437.70"
1993,MD,Total Electric Power Industry,Nuclear,,1,"1,828.70","1,660.00"
1993,MD,Total Electric Power Industry,Other Biomass,,,65.7,61.3
1993,MD,Total Electric Power Industry,Petroleum,,,"2,925.40","2,719.40"
1993,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,,1,3.9,3.6
1993,ME,"Combined Heat and Power, Commercial Power",All Sources,,3,34.8,32.4
1993,ME,"Combined Heat and Power, Commercial Power",Coal,,1,4.5,4.2
1993,ME,"Combined Heat and Power, Commercial Power",Other Biomass,,,30.3,28.2
1993,ME,"Combined Heat and Power, Electric Power",All Sources,,2,123.1,115.2
1993,ME,"Combined Heat and Power, Electric Power",Coal,,1,102,95.6
1993,ME,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,,1,21.1,19.6
1993,ME,"Combined Heat and Power, Industrial Power",All Sources,,24,880.4,845.1
1993,ME,"Combined Heat and Power, Industrial Power",Hydroelectric,,18,246.1,243.8
1993,ME,"Combined Heat and Power, Industrial Power",Petroleum,,5,203.4,193.2
1993,ME,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,,18,431,408.1
1993,ME,"Electric Generators, Electric Utilities",All Sources,,63,"2,438.60","2,401.80"
1993,ME,"Electric Generators, Electric Utilities",Hydroelectric,,45,386.8,420.7
1993,ME,"Electric Generators, Electric Utilities",Nuclear,,1,920,870
1993,ME,"Electric Generators, Electric Utilities",Petroleum,,13,"1,131.90","1,111.10"
1993,ME,"Electric Generators, Independent Power Producers",All Sources,,31,415.4,389.3
1993,ME,"Electric Generators, Independent Power Producers",Hydroelectric,,20,113.2,107.7
1993,ME,"Electric Generators, Independent Power Producers",Other Biomass,,,35.3,32.9
1993,ME,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,,9,267,248.7
1993,ME,Total Electric Power Industry,All Sources,,123,"3,892.40","3,783.70"
1993,ME,Total Electric Power Industry,Coal,,,106.5,99.8
1993,ME,Total Electric Power Industry,Hydroelectric,,74,746,772.2
1993,ME,Total Electric Power Industry,Nuclear,,1,920,870
1993,ME,Total Electric Power Industry,Other Biomass,,,65.6,61
1993,ME,Total Electric Power Industry,Petroleum,,,"1,335.20","1,304.30"
1993,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,,19,719,676.3
1993,MI,"Combined Heat and Power, Commercial Power",All Sources,,7,137.9,128.5
1993,MI,"Combined Heat and Power, Commercial Power",Coal,,1,56.5,52.5
1993,MI,"Combined Heat and Power, Commercial Power",Natural Gas,,6,6.8,6.5
1993,MI,"Combined Heat and Power, Commercial Power",Other Biomass,,,72.1,67.1
1993,MI,"Combined Heat and Power, Commercial Power",Petroleum,,1,2.5,2.4
1993,MI,"Combined Heat and Power, Electric Power",All Sources,,4,"1,972.60","1,701.00"
1993,MI,"Combined Heat and Power, Electric Power",Coal,,1,60,56.2
1993,MI,"Combined Heat and Power, Electric Power",Natural Gas,,3,"1,912.60","1,644.80"
1993,MI,"Combined Heat and Power, Industrial Power",All Sources,,27,805.8,739.1
1993,MI,"Combined Heat and Power, Industrial Power",Coal,,10,585.5,534.2
1993,MI,"Combined Heat and Power, Industrial Power",Hydroelectric,,6,4.6,4.6
1993,MI,"Combined Heat and Power, Industrial Power",Natural Gas,,24,89.9,81.8
1993,MI,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,,4,125.8,118.5
1993,MI,"Electric Generators, Electric Utilities",All Sources,,183,"24,001.90","22,412.30"
1993,MI,"Electric Generators, Electric Utilities",Coal,,26,"12,856.60","11,928.60"
1993,MI,"Electric Generators, Electric Utilities",Hydroelectric,,64,355.3,327.8
1993,MI,"Electric Generators, Electric Utilities",Natural Gas,,36,891.9,799.8
1993,MI,"Electric Generators, Electric Utilities",Nuclear,,4,"4,326.00","3,967.00"
1993,MI,"Electric Generators, Electric Utilities",Other Gases,,,294.1,282.1
1993,MI,"Electric Generators, Electric Utilities",Petroleum,,48,"3,299.10","3,235.10"
1993,MI,"Electric Generators, Electric Utilities",Pumped Storage,,,"1,978.80","1,872.00"
1993,MI,"Electric Generators, Independent Power Producers",All Sources,,23,200.9,188
1993,MI,"Electric Generators, Independent Power Producers",Hydroelectric,,10,22.8,21.9
1993,MI,"Electric Generators, Independent Power Producers",Natural Gas,,1,6.7,5.7
1993,MI,"Electric Generators, Independent Power Producers",Other Biomass,,,37.9,36.2
1993,MI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,,5,133.6,124.3
1993,MI,Total Electric Power Industry,All Sources,,244,"27,119.20","25,168.80"
1993,MI,Total Electric Power Industry,Coal,,,"13,558.60","12,571.60"
1993,MI,Total Electric Power Industry,Hydroelectric,,77,382.7,354.2
1993,MI,Total Electric Power Industry,Natural Gas,,55,"2,907.90","2,538.40"
1993,MI,Total Electric Power Industry,Nuclear,,4,"4,326.00","3,967.00"
1993,MI,Total Electric Power Industry,Other Biomass,,,110,103.2
1993,MI,Total Electric Power Industry,Other Gases,,,294.1,282.1
1993,MI,Total Electric Power Industry,Petroleum,,,"3,301.60","3,237.50"
1993,MI,Total Electric Power Industry,Pumped Storage,,,"1,978.80","1,872.00"
1993,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,,7,259.4,242.8
1993,MN,"Combined Heat and Power, Commercial Power",All Sources,,6,37.4,36
1993,MN,"Combined Heat and Power, Commercial Power",Natural Gas,,4,24.9,24.1
1993,MN,"Combined Heat and Power, Commercial Power",Other Biomass,,,4.2,3.9
1993,MN,"Combined Heat and Power, Commercial Power",Petroleum,,3,8.3,7.9
1993,MN,"Combined Heat and Power, Industrial Power",All Sources,,23,541.2,509.2
1993,MN,"Combined Heat and Power, Industrial Power",Coal,,9,371.2,344.5
1993,MN,"Combined Heat and Power, Industrial Power",Hydroelectric,,10,51.4,50.8
1993,MN,"Combined Heat and Power, Industrial Power",Natural Gas,,6,34.1,33.2
1993,MN,"Combined Heat and Power, Industrial Power",Petroleum,,2,6.5,6.3
1993,MN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,,8,78.1,74.4
1993,MN,"Electric Generators, Electric Utilities",All Sources,,136,"9,210.80","8,863.60"
1993,MN,"Electric Generators, Electric Utilities",Coal,,21,"5,747.00","5,708.20"
1993,MN,"Electric Generators, Electric Utilities",Hydroelectric,,22,141.8,143.8
1993,MN,"Electric Generators, Electric Utilities",Natural Gas,,33,323.7,302.5
1993,MN,"Electric Generators, Electric Utilities",Nuclear,,2,"1,755.00","1,554.00"
1993,MN,"Electric Generators, Electric Utilities",Other Biomass,,,93.7,85.1
1993,MN,"Electric Generators, Electric Utilities",Petroleum,,52,"1,149.40","1,070.00"
1993,MN,"Electric Generators, Electric Utilities",Wind,,1,0.2,0
1993,MN,"Electric Generators, Independent Power Producers",All Sources,,4,53.4,49.9
1993,MN,"Electric Generators, Independent Power Producers",Hydroelectric,,3,13.8,13.1
1993,MN,"Electric Generators, Independent Power Producers",Other Biomass,,,39.6,36.8
1993,MN,Total Electric Power Industry,All Sources,,169,"9,842.80","9,458.60"
