# Take GHG emissions for the energy system, filter to include only resources,,,,,
# in model base years, and rename to regional SO2.,,,,,
region,resource,subresource,technology,year,Non.CO2,emiss.coef
Australia_NZ,crude oil,crude oil,crude oil,2015,N2O,0
Australia_NZ,natural gas,natural gas,natural gas,2015,CH4,0.106300347
Australia_NZ,natural gas,natural gas,natural gas,2015,N2O,0
Brazil,coal,coal,coal,1975,CH4,0.491185455
Brazil,coal,coal,coal,1975,N2O,0
Brazil,crude oil,crude oil,crude oil,1975,CH4,0.392040911
Brazil,crude oil,crude oil,crude oil,1975,N2O,0
Brazil,natural gas,natural gas,natural gas,1975,CH4,0.397931523
Brazil,natural gas,natural gas,natural gas,1975,N2O,0
Brazil,coal,coal,coal,1990,CH4,0.382951108
Brazil,coal,coal,coal,1990,N2O,0
Brazil,crude oil,crude oil,crude oil,1990,CH4,0.369932591
Brazil,crude oil,crude oil,crude oil,1990,N2O,0
Brazil,natural gas,natural gas,natural gas,1990,CH4,0.369932591
Brazil,natural gas,natural gas,natural gas,1990,N2O,0
Brazil,coal,coal,coal,2005,CH4,0.266570496
Brazil,coal,coal,coal,2005,N2O,0
Brazil,crude oil,crude oil,crude oil,2005,CH4,0.17784275
Brazil,crude oil,crude oil,crude oil,2005,N2O,0
Brazil,natural gas,natural gas,natural gas,2005,CH4,0.17784275
Brazil,natural gas,natural gas,natural gas,2005,N2O,0
Brazil,coal,coal,coal,2010,CH4,0.270226267
Brazil,coal,coal,coal,2010,N2O,0
Brazil,crude oil,crude oil,crude oil,2010,CH4,0.138516523
Brazil,crude oil,crude oil,crude oil,2010,N2O,7.87E-07
Brazil,natural gas,natural gas,natural gas,2010,CH4,0.138516523
Brazil,natural gas,natural gas,natural gas,2010,N2O,7.87E-07
Brazil,coal,coal,coal,2015,CH4,0.256594838
Brazil,coal,coal,coal,2015,N2O,0
Brazil,crude oil,crude oil,crude oil,2015,CH4,0.134580109
Brazil,crude oil,crude oil,crude oil,2015,N2O,0
Brazil,natural gas,natural gas,natural gas,2015,CH4,0.134580109
Brazil,natural gas,natural gas,natural gas,2015,N2O,0
Canada,coal,coal,coal,1975,CH4,0.090256148
Canada,coal,coal,coal,1975,N2O,0
Canada,crude oil,crude oil,crude oil,1975,CH4,0.153353382
Canada,crude oil,crude oil,crude oil,1975,N2O,0
Canada,natural gas,natural gas,natural gas,1975,CH4,0.153353382
Canada,natural gas,natural gas,natural gas,1975,N2O,0
Canada,coal,coal,coal,1990,CH4,0.066730314
Canada,coal,coal,coal,1990,N2O,0
Canada,crude oil,crude oil,crude oil,1990,CH4,0.178598802
Canada,crude oil,crude oil,crude oil,1990,N2O,0
Canada,natural gas,natural gas,natural gas,1990,CH4,0.178598802
Canada,natural gas,natural gas,natural gas,1990,N2O,0
Canada,coal,coal,coal,2005,CH4,0.032960126
Canada,coal,coal,coal,2005,N2O,0
Canada,crude oil,crude oil,crude oil,2005,CH4,0.178967807
Canada,crude oil,crude oil,crude oil,2005,N2O,0
Canada,natural gas,natural gas,natural gas,2005,CH4,0.178967807
Canada,natural gas,natural gas,natural gas,2005,N2O,0
Canada,coal,coal,coal,2010,CH4,0.034569379
Canada,coal,coal,coal,2010,N2O,0
Canada,crude oil,crude oil,crude oil,2010,CH4,0.160394449
Canada,crude oil,crude oil,crude oil,2010,N2O,7.87E-07
Canada,natural gas,natural gas,natural gas,2010,CH4,0.160394449
Canada,natural gas,natural gas,natural gas,2010,N2O,7.87E-07
Canada,coal,coal,coal,2015,CH4,0.03255327
Canada,coal,coal,coal,2015,N2O,0
Canada,crude oil,crude oil,crude oil,2015,CH4,0.177321932
Canada,crude oil,crude oil,crude oil,2015,N2O,0
Canada,natural gas,natural gas,natural gas,2015,CH4,0.177321932
Canada,natural gas,natural gas,natural gas,2015,N2O,0
Central America and Caribbean,coal,coal,coal,1975,CH4,0.491185455
Central America and Caribbean,coal,coal,coal,1975,N2O,0
Central America and Caribbean,crude oil,crude oil,crude oil,1975,CH4,0.392040911
Central America and Caribbean,crude oil,crude oil,crude oil,1975,N2O,0
Central America and Caribbean,natural gas,natural gas,natural gas,1975,CH4,0.392040911
Central America and Caribbean,natural gas,natural gas,natural gas,1975,N2O,0
Central America and Caribbean,coal,coal,coal,1990,CH4,0.382951108
Central America and Caribbean,coal,coal,coal,1990,N2O,0
Central America and Caribbean,crude oil,crude oil,crude oil,1990,CH4,0.452815391
Central America and Caribbean,crude oil,crude oil,crude oil,1990,N2O,0
Central America and Caribbean,natural gas,natural gas,natural gas,1990,CH4,0.442162796
Central America and Caribbean,natural gas,natural gas,natural gas,1990,N2O,0
Central America and Caribbean,coal,coal,coal,2005,CH4,0.266570496
Central America and Caribbean,coal,coal,coal,2005,N2O,0
Central America and Caribbean,crude oil,crude oil,crude oil,2005,CH4,0.297493495
Central America and Caribbean,crude oil,crude oil,crude oil,2005,N2O,0
Central America and Caribbean,natural gas,natural gas,natural gas,2005,CH4,0.297493495
Central America and Caribbean,natural gas,natural gas,natural gas,2005,N2O,0
Central America and Caribbean,coal,coal,coal,2010,CH4,0.270226267
Central America and Caribbean,coal,coal,coal,2010,N2O,0
Central America and Caribbean,crude oil,crude oil,crude oil,2010,CH4,0.300110342
Central America and Caribbean,crude oil,crude oil,crude oil,2010,N2O,7.87E-07
Central America and Caribbean,natural gas,natural gas,natural gas,2010,CH4,0.300110342
Central America and Caribbean,natural gas,natural gas,natural gas,2010,N2O,7.87E-07
Central America and Caribbean,coal,coal,coal,2015,CH4,0.256594838
Central America and Caribbean,coal,coal,coal,2015,N2O,0
Central America and Caribbean,crude oil,crude oil,crude oil,2015,CH4,0.320615298
Central America and Caribbean,crude oil,crude oil,crude oil,2015,N2O,0
Central America and Caribbean,natural gas,natural gas,natural gas,2015,CH4,0.320615298
Central America and Caribbean,natural gas,natural gas,natural gas,2015,N2O,0
Central Asia,coal,coal,coal,1975,CH4,0.011395307
Central Asia,coal,coal,coal,1975,N2O,0
Central Asia,crude oil,crude oil,crude oil,1975,CH4,0.392040911
Central Asia,crude oil,crude oil,crude oil,1975,N2O,0
Central Asia,natural gas,natural gas,natural gas,1975,CH4,0.397931523
Central Asia,natural gas,natural gas,natural gas,1975,N2O,0
Central Asia,coal,coal,coal,1990,CH4,0.382951108
Central Asia,coal,coal,coal,1990,N2O,0
Central Asia,crude oil,crude oil,crude oil,1990,CH4,0.452815391
Central Asia,crude oil,crude oil,crude oil,1990,N2O,0
Central Asia,natural gas,natural gas,natural gas,1990,CH4,0.442162796
Central Asia,natural gas,natural gas,natural gas,1990,N2O,0
Central Asia,coal,coal,coal,2005,CH4,0.266570496
Central Asia,coal,coal,coal,2005,N2O,0
Central Asia,crude oil,crude oil,crude oil,2005,CH4,0.380829137
Central Asia,crude oil,crude oil,crude oil,2005,N2O,0
Central Asia,natural gas,natural gas,natural gas,2005,CH4,0.332724508
Central Asia,natural gas,natural gas,natural gas,2005,N2O,0
Central Asia,coal,coal,coal,2010,CH4,0.270226267
Central Asia,coal,coal,coal,2010,N2O,0
Central Asia,crude oil,crude oil,crude oil,2010,CH4,0.284278849
Central Asia,crude oil,crude oil,crude oil,2010,N2O,7.87E-07
Central Asia,natural gas,natural gas,natural gas,2010,CH4,0.284278849
Central Asia,natural gas,natural gas,natural gas,2010,N2O,7.87E-07
Central Asia,coal,coal,coal,2015,CH4,0.256594838
Central Asia,coal,coal,coal,2015,N2O,0
Central Asia,crude oil,crude oil,crude oil,2015,CH4,0.354957542
Central Asia,crude oil,crude oil,crude oil,2015,N2O,0
Central Asia,natural gas,natural gas,natural gas,2015,CH4,0.337804658
Central Asia,natural gas,natural gas,natural gas,2015,N2O,0
China,coal,coal,coal,1975,CH4,0.417579312
China,coal,coal,coal,1975,N2O,0
China,crude oil,crude oil,crude oil,1975,CH4,0.266314214
China,crude oil,crude oil,crude oil,1975,N2O,0
China,natural gas,natural gas,natural gas,1975,CH4,0.266314214
China,natural gas,natural gas,natural gas,1975,N2O,0
China,coal,coal,coal,1990,CH4,0.335610997
China,coal,coal,coal,1990,N2O,0
China,crude oil,crude oil,crude oil,1990,CH4,0.228028258
China,crude oil,crude oil,crude oil,1990,N2O,0
China,natural gas,natural gas,natural gas,1990,CH4,0.228028258
China,natural gas,natural gas,natural gas,1990,N2O,0
China,coal,coal,coal,2005,CH4,0.266484461
China,coal,coal,coal,2005,N2O,0
China,crude oil,crude oil,crude oil,2005,CH4,0.21052342
China,crude oil,crude oil,crude oil,2005,N2O,0
China,natural gas,natural gas,natural gas,2005,CH4,0.21052342
China,natural gas,natural gas,natural gas,2005,N2O,0
China,coal,coal,coal,2010,CH4,0.250982536
China,coal,coal,coal,2010,N2O,0
China,crude oil,crude oil,crude oil,2010,CH4,0.220185857
China,crude oil,crude oil,crude oil,2010,N2O,7.87E-07
China,natural gas,natural gas,natural gas,2010,CH4,0.220185857
China,natural gas,natural gas,natural gas,2010,N2O,7.87E-07
China,coal,coal,coal,2015,CH4,0.256594838
China,coal,coal,coal,2015,N2O,0
China,crude oil,crude oil,crude oil,2015,CH4,0.236638456
China,crude oil,crude oil,crude oil,2015,N2O,0
China,natural gas,natural gas,natural gas,2015,CH4,0.236638456
China,natural gas,natural gas,natural gas,2015,N2O,0
EU-12,coal,coal,coal,1975,CH4,0.279685634
EU-12,coal,coal,coal,1975,N2O,0
EU-12,crude oil,crude oil,crude oil,1975,CH4,0.392040911
EU-12,crude oil,crude oil,crude oil,1975,N2O,0
EU-12,natural gas,natural gas,natural gas,1975,CH4,0.397931523
EU-12,natural gas,natural gas,natural gas,1975,N2O,0
EU-12,coal,coal,coal,1990,CH4,0.191492555
EU-12,coal,coal,coal,1990,N2O,0
EU-12,crude oil,crude oil,crude oil,1990,CH4,0.433626121
EU-12,crude oil,crude oil,crude oil,1990,N2O,0
EU-12,natural gas,natural gas,natural gas,1990,CH4,0.433626121
EU-12,natural gas,natural gas,natural gas,1990,N2O,0
EU-12,coal,coal,coal,2005,CH4,0.182961171
EU-12,coal,coal,coal,2005,N2O,0
EU-12,crude oil,crude oil,crude oil,2005,CH4,0.380829137
EU-12,crude oil,crude oil,crude oil,2005,N2O,0
EU-12,natural gas,natural gas,natural gas,2005,CH4,0.332724508
EU-12,natural gas,natural gas,natural gas,2005,N2O,0
EU-12,coal,coal,coal,2010,CH4,0.210342196
EU-12,coal,coal,coal,2010,N2O,0
EU-12,crude oil,crude oil,crude oil,2010,CH4,0.337132965
EU-12,crude oil,crude oil,crude oil,2010,N2O,0
EU-12,natural gas,natural gas,natural gas,2010,CH4,0.300110342
EU-12,natural gas,natural gas,natural gas,2010,N2O,0
EU-12,coal,coal,coal,2015,CH4,0.246027038
EU-12,coal,coal,coal,2015,N2O,0
EU-12,crude oil,crude oil,crude oil,2015,CH4,0.354957542
EU-12,crude oil,crude oil,crude oil,2015,N2O,0
EU-12,natural gas,natural gas,natural gas,2015,CH4,0.337804658
EU-12,natural gas,natural gas,natural gas,2015,N2O,0
EU-15,coal,coal,coal,1975,CH4,0.360399519
EU-15,coal,coal,coal,1975,N2O,0
EU-15,crude oil,crude oil,crude oil,1975,CH4,0.107853019
EU-15,crude oil,crude oil,crude oil,1975,N2O,0
EU-15,natural gas,natural gas,natural gas,1975,CH4,0.107853019
EU-15,natural gas,natural gas,natural gas,1975,N2O,0
EU-15,coal,coal,coal,1990,CH4,0.216477336
EU-15,coal,coal,coal,1990,N2O,0
EU-15,crude oil,crude oil,crude oil,1990,CH4,0.143267157
EU-15,crude oil,crude oil,crude oil,1990,N2O,0
EU-15,natural gas,natural gas,natural gas,1990,CH4,0.143267157
EU-15,natural gas,natural gas,natural gas,1990,N2O,0
EU-15,coal,coal,coal,2005,CH4,0.122330198
EU-15,coal,coal,coal,2005,N2O,0
EU-15,crude oil,crude oil,crude oil,2005,CH4,0.089070027
EU-15,crude oil,crude oil,crude oil,2005,N2O,0
EU-15,natural gas,natural gas,natural gas,2005,CH4,0.089070027
EU-15,natural gas,natural gas,natural gas,2005,N2O,0
EU-15,coal,coal,coal,2010,CH4,0.072390519
EU-15,coal,coal,coal,2010,N2O,0
EU-15,crude oil,crude oil,crude oil,2010,CH4,0.089542843
EU-15,crude oil,crude oil,crude oil,2010,N2O,0
EU-15,natural gas,natural gas,natural gas,2010,CH4,0.089542843
EU-15,natural gas,natural gas,natural gas,2010,N2O,0
EU-15,coal,coal,coal,2015,CH4,0.09289622
EU-15,coal,coal,coal,2015,N2O,0
EU-15,crude oil,crude oil,crude oil,2015,CH4,0.13530278
EU-15,crude oil,crude oil,crude oil,2015,N2O,0
EU-15,natural gas,natural gas,natural gas,2015,CH4,0.13530278
EU-15,natural gas,natural gas,natural gas,2015,N2O,0
Europe_Eastern,coal,coal,coal,1975,CH4,8.94E-04
Europe_Eastern,coal,coal,coal,1975,N2O,0
Europe_Eastern,crude oil,crude oil,crude oil,1975,CH4,0.023860138
Europe_Eastern,crude oil,crude oil,crude oil,1975,N2O,0
Europe_Eastern,natural gas,natural gas,natural gas,1975,CH4,0.023860138
Europe_Eastern,natural gas,natural gas,natural gas,1975,N2O,0
Europe_Eastern,coal,coal,coal,1990,CH4,0.008634156
Europe_Eastern,coal,coal,coal,1990,N2O,0
Europe_Eastern,crude oil,crude oil,crude oil,1990,CH4,0.452815391
Europe_Eastern,crude oil,crude oil,crude oil,1990,N2O,0
Europe_Eastern,natural gas,natural gas,natural gas,1990,CH4,0.442162796
Europe_Eastern,natural gas,natural gas,natural gas,1990,N2O,0
Europe_Eastern,coal,coal,coal,2005,CH4,0.008510301
Europe_Eastern,coal,coal,coal,2005,N2O,0
Europe_Eastern,crude oil,crude oil,crude oil,2005,CH4,0.380829137
Europe_Eastern,crude oil,crude oil,crude oil,2005,N2O,0
Europe_Eastern,natural gas,natural gas,natural gas,2005,CH4,0.332724508
Europe_Eastern,natural gas,natural gas,natural gas,2005,N2O,0
Europe_Eastern,coal,coal,coal,2010,CH4,0.020444439
Europe_Eastern,coal,coal,coal,2010,N2O,0
Europe_Eastern,crude oil,crude oil,crude oil,2010,CH4,0.337132965
Europe_Eastern,crude oil,crude oil,crude oil,2010,N2O,0
Europe_Eastern,natural gas,natural gas,natural gas,2010,CH4,0.300110342
Europe_Eastern,natural gas,natural gas,natural gas,2010,N2O,0
Europe_Eastern,coal,coal,coal,2015,CH4,0.038598057
Europe_Eastern,coal,coal,coal,2015,N2O,0
Europe_Eastern,crude oil,crude oil,crude oil,2015,CH4,0.354957542
Europe_Eastern,crude oil,crude oil,crude oil,2015,N2O,0
Europe_Eastern,natural gas,natural gas,natural gas,2015,CH4,0.337804658
Europe_Eastern,natural gas,natural gas,natural gas,2015,N2O,0
Europe_Non_EU,coal,coal,coal,1975,CH4,0.271833581
Europe_Non_EU,coal,coal,coal,1975,N2O,0
Europe_Non_EU,crude oil,crude oil,crude oil,1975,CH4,0.238248001
Europe_Non_EU,crude oil,crude oil,crude oil,1975,N2O,0
Europe_Non_EU,natural gas,natural gas,natural gas,1975,CH4,0.238248001
Europe_Non_EU,natural gas,natural gas,natural gas,1975,N2O,0
Europe_Non_EU,coal,coal,coal,1990,CH4,0.16587875
Europe_Non_EU,coal,coal,coal,1990,N2O,0
Europe_Non_EU,crude oil,crude oil,crude oil,1990,CH4,0.169626841
Europe_Non_EU,crude oil,crude oil,crude oil,1990,N2O,0
Europe_Non_EU,natural gas,natural gas,natural gas,1990,CH4,0.169626841
Europe_Non_EU,natural gas,natural gas,natural gas,1990,N2O,0
Europe_Non_EU,coal,coal,coal,2005,CH4,0.126737442
Europe_Non_EU,coal,coal,coal,2005,N2O,0
Europe_Non_EU,crude oil,crude oil,crude oil,2005,CH4,0.183032782
Europe_Non_EU,crude oil,crude oil,crude oil,2005,N2O,0
Europe_Non_EU,natural gas,natural gas,natural gas,2005,CH4,0.183032782
Europe_Non_EU,natural gas,natural gas,natural gas,2005,N2O,0
Europe_Non_EU,coal,coal,coal,2010,CH4,0.121051299
Europe_Non_EU,coal,coal,coal,2010,N2O,0
Europe_Non_EU,crude oil,crude oil,crude oil,2010,CH4,0.170588778
Europe_Non_EU,crude oil,crude oil,crude oil,2010,N2O,7.87E-07
Europe_Non_EU,natural gas,natural gas,natural gas,2010,CH4,0.170588778
Europe_Non_EU,natural gas,natural gas,natural gas,2010,N2O,7.87E-07
Europe_Non_EU,coal,coal,coal,2015,CH4,0.134704175
Europe_Non_EU,coal,coal,coal,2015,N2O,0
Europe_Non_EU,crude oil,crude oil,crude oil,2015,CH4,0.17012394
Europe_Non_EU,crude oil,crude oil,crude oil,2015,N2O,0
Europe_Non_EU,natural gas,natural gas,natural gas,2015,CH4,0.17012394
