# Data can be generated in 3 ways. 1. Using GCAM 3.0 assumptions 2. Using global average emissions
# coefficients based on CDIAC inventory and IEA energy balances or 3. Using region-specific average emissions coefficients based on CDIAC inventory and IEA energy balances
region,PrimaryFuelCO2Coef.name,PrimaryFuelCO2Coef
Norway,regional biomass,23
Serbia and Montenegro,regional biomass,23
Switzerland,regional biomass,23
Turkey,regional biomass,23
UK,regional biomass,23
Ukraine,regional biomass,23
USA,delivered biomass,23
Africa_Eastern,delivered biomass,23
Africa_Northern,delivered biomass,23
Africa_Southern,delivered biomass,23
Africa_Western,delivered biomass,23
Australia_NZ,delivered biomass,23
Brazil,delivered biomass,23
Canada,delivered biomass,23
Central America and Caribbean,delivered biomass,23
Central Asia,delivered biomass,23
China,delivered biomass,23
India,delivered biomass,23
Indonesia,delivered biomass,23
Japan,delivered biomass,23
Mexico,delivered biomass,23
Middle East,delivered biomass,23
Pakistan,delivered biomass,23
Russia,delivered biomass,23
South Africa,delivered biomass,23
South America_Northern,delivered biomass,23
South America_Southern,delivered biomass,23
South Asia,delivered biomass,23
South Korea,delivered biomass,23
Southeast Asia,delivered biomass,23
Taiwan,delivered biomass,23
Argentina,delivered biomass,23
Colombia,delivered biomass,23
Austria,delivered biomass,23
Belgium,delivered biomass,23
Bulgaria,delivered biomass,23
Croatia,delivered biomass,23
Cyprus,delivered biomass,23
Czech Republic,delivered biomass,23
Denmark,delivered biomass,23
Estonia,delivered biomass,23
Finland,delivered biomass,23
France,delivered biomass,23
Germany,delivered biomass,23
Greece,delivered biomass,23
Hungary,delivered biomass,23
Ireland,delivered biomass,23
Italy,delivered biomass,23
Latvia,delivered biomass,23
Lithuania,delivered biomass,23
Luxembourg,delivered biomass,23
Malta,delivered biomass,23
Netherlands,delivered biomass,23
Poland,delivered biomass,23
Portugal,delivered biomass,23
Romania,delivered biomass,23
Slovakia,delivered biomass,23
Slovenia,delivered biomass,23
Spain,delivered biomass,23
Sweden,delivered biomass,23
Albania,delivered biomass,23
Belarus,delivered biomass,23
Bosnia and Herzegovina,delivered biomass,23
Iceland,delivered biomass,23
Macedonia,delivered biomass,23
Moldova,delivered biomass,23
Norway,delivered biomass,23
Serbia and Montenegro,delivered biomass,23
Switzerland,delivered biomass,23
Turkey,delivered biomass,23
UK,delivered biomass,23
Ukraine,delivered biomass,23
USA,delivered biomass industry,23
Africa_Eastern,delivered biomass industry,23
Africa_Northern,delivered biomass industry,23
Africa_Southern,delivered biomass industry,23
Africa_Western,delivered biomass industry,23
Australia_NZ,delivered biomass industry,23
Brazil,delivered biomass industry,23
Canada,delivered biomass industry,23
Central America and Caribbean,delivered biomass industry,23
Central Asia,delivered biomass industry,23
China,delivered biomass industry,23
India,delivered biomass industry,23
Indonesia,delivered biomass industry,23
Japan,delivered biomass industry,23
Mexico,delivered biomass industry,23
Middle East,delivered biomass industry,23
Pakistan,delivered biomass industry,23
Russia,delivered biomass industry,23
South Africa,delivered biomass industry,23
South America_Northern,delivered biomass industry,23
South America_Southern,delivered biomass industry,23
South Asia,delivered biomass industry,23
South Korea,delivered biomass industry,23
Southeast Asia,delivered biomass industry,23
Taiwan,delivered biomass industry,23
Argentina,delivered biomass industry,23
Colombia,delivered biomass industry,23
Austria,delivered biomass industry,23
Belgium,delivered biomass industry,23
Bulgaria,delivered biomass industry,23
Croatia,delivered biomass industry,23
Cyprus,delivered biomass industry,23
Czech Republic,delivered biomass industry,23
Denmark,delivered biomass industry,23
Estonia,delivered biomass industry,23
Finland,delivered biomass industry,23
France,delivered biomass industry,23
Germany,delivered biomass industry,23
Greece,delivered biomass industry,23
Hungary,delivered biomass industry,23
Ireland,delivered biomass industry,23
Italy,delivered biomass industry,23
Latvia,delivered biomass industry,23
Lithuania,delivered biomass industry,23
Luxembourg,delivered biomass industry,23
Malta,delivered biomass industry,23
Netherlands,delivered biomass industry,23
Poland,delivered biomass industry,23
Portugal,delivered biomass industry,23
Romania,delivered biomass industry,23
Slovakia,delivered biomass industry,23
Slovenia,delivered biomass industry,23
Spain,delivered biomass industry,23
Sweden,delivered biomass industry,23
Albania,delivered biomass industry,23
Belarus,delivered biomass industry,23
Bosnia and Herzegovina,delivered biomass industry,23
Iceland,delivered biomass industry,23
Macedonia,delivered biomass industry,23
Moldova,delivered biomass industry,23
Norway,delivered biomass industry,23
Serbia and Montenegro,delivered biomass industry,23
Switzerland,delivered biomass industry,23
Turkey,delivered biomass industry,23
UK,delivered biomass industry,23
Ukraine,delivered biomass industry,23
USA,regional biomassOil,19.6
Africa_Eastern,regional biomassOil,19.6
Africa_Northern,regional biomassOil,19.6
Africa_Southern,regional biomassOil,19.6
Africa_Western,regional biomassOil,19.6
Australia_NZ,regional biomassOil,19.6
Brazil,regional biomassOil,19.6
Canada,regional biomassOil,19.6
Central America and Caribbean,regional biomassOil,19.6
Central Asia,regional biomassOil,19.6
China,regional biomassOil,19.6
India,regional biomassOil,19.6
Indonesia,regional biomassOil,19.6
Japan,regional biomassOil,19.6
Mexico,regional biomassOil,19.6
Middle East,regional biomassOil,19.6
Pakistan,regional biomassOil,19.6
Russia,regional biomassOil,19.6
South Africa,regional biomassOil,19.6
South America_Northern,regional biomassOil,19.6
South America_Southern,regional biomassOil,19.6
South Asia,regional biomassOil,19.6
South Korea,regional biomassOil,19.6
Southeast Asia,regional biomassOil,19.6
Taiwan,regional biomassOil,19.6
Argentina,regional biomassOil,19.6
Colombia,regional biomassOil,19.6
Austria,regional biomassOil,19.6
Belgium,regional biomassOil,19.6
Bulgaria,regional biomassOil,19.6
Croatia,regional biomassOil,19.6
Cyprus,regional biomassOil,19.6
Czech Republic,regional biomassOil,19.6
Denmark,regional biomassOil,19.6
Estonia,regional biomassOil,19.6
Finland,regional biomassOil,19.6
France,regional biomassOil,19.6
Germany,regional biomassOil,19.6
Greece,regional biomassOil,19.6
Hungary,regional biomassOil,19.6
Ireland,regional biomassOil,19.6
Italy,regional biomassOil,19.6
Latvia,regional biomassOil,19.6
Lithuania,regional biomassOil,19.6
Luxembourg,regional biomassOil,19.6
Malta,regional biomassOil,19.6
Netherlands,regional biomassOil,19.6
Poland,regional biomassOil,19.6
Portugal,regional biomassOil,19.6
Romania,regional biomassOil,19.6
Slovakia,regional biomassOil,19.6
Slovenia,regional biomassOil,19.6
Spain,regional biomassOil,19.6
Sweden,regional biomassOil,19.6
Albania,regional biomassOil,19.6
Belarus,regional biomassOil,19.6
Bosnia and Herzegovina,regional biomassOil,19.6
Iceland,regional biomassOil,19.6
Macedonia,regional biomassOil,19.6
Moldova,regional biomassOil,19.6
Norway,regional biomassOil,19.6
Serbia and Montenegro,regional biomassOil,19.6
Switzerland,regional biomassOil,19.6
Turkey,regional biomassOil,19.6
UK,regional biomassOil,19.6
Ukraine,regional biomassOil,19.6
USA,regional sugar for ethanol,19.6
Africa_Eastern,regional sugar for ethanol,19.6
Africa_Northern,regional sugar for ethanol,19.6
Africa_Southern,regional sugar for ethanol,19.6
Africa_Western,regional sugar for ethanol,19.6
Australia_NZ,regional sugar for ethanol,19.6
Brazil,regional sugar for ethanol,19.6
Canada,regional sugar for ethanol,19.6
Central America and Caribbean,regional sugar for ethanol,19.6
Central Asia,regional sugar for ethanol,19.6
China,regional sugar for ethanol,19.6
India,regional sugar for ethanol,19.6
Indonesia,regional sugar for ethanol,19.6
Japan,regional sugar for ethanol,19.6
Mexico,regional sugar for ethanol,19.6
Middle East,regional sugar for ethanol,19.6
Pakistan,regional sugar for ethanol,19.6
Russia,regional sugar for ethanol,19.6
South Africa,regional sugar for ethanol,19.6
South America_Northern,regional sugar for ethanol,19.6
South America_Southern,regional sugar for ethanol,19.6
South Asia,regional sugar for ethanol,19.6
South Korea,regional sugar for ethanol,19.6
Southeast Asia,regional sugar for ethanol,19.6
Taiwan,regional sugar for ethanol,19.6
Argentina,regional sugar for ethanol,19.6
Colombia,regional sugar for ethanol,19.6
Austria,regional sugar for ethanol,19.6
Belgium,regional sugar for ethanol,19.6
Bulgaria,regional sugar for ethanol,19.6
Croatia,regional sugar for ethanol,19.6
Cyprus,regional sugar for ethanol,19.6
Czech Republic,regional sugar for ethanol,19.6
Denmark,regional sugar for ethanol,19.6
Estonia,regional sugar for ethanol,19.6
Finland,regional sugar for ethanol,19.6
France,regional sugar for ethanol,19.6
Germany,regional sugar for ethanol,19.6
Greece,regional sugar for ethanol,19.6
Hungary,regional sugar for ethanol,19.6
Ireland,regional sugar for ethanol,19.6
Italy,regional sugar for ethanol,19.6
Latvia,regional sugar for ethanol,19.6
Lithuania,regional sugar for ethanol,19.6
Luxembourg,regional sugar for ethanol,19.6
Malta,regional sugar for ethanol,19.6
Netherlands,regional sugar for ethanol,19.6
Poland,regional sugar for ethanol,19.6
Portugal,regional sugar for ethanol,19.6
Romania,regional sugar for ethanol,19.6
Slovakia,regional sugar for ethanol,19.6
Slovenia,regional sugar for ethanol,19.6
Spain,regional sugar for ethanol,19.6
Sweden,regional sugar for ethanol,19.6
Albania,regional sugar for ethanol,19.6
Belarus,regional sugar for ethanol,19.6
Bosnia and Herzegovina,regional sugar for ethanol,19.6
Iceland,regional sugar for ethanol,19.6
Macedonia,regional sugar for ethanol,19.6
Moldova,regional sugar for ethanol,19.6
Norway,regional sugar for ethanol,19.6
Serbia and Montenegro,regional sugar for ethanol,19.6
Switzerland,regional sugar for ethanol,19.6
Turkey,regional sugar for ethanol,19.6
UK,regional sugar for ethanol,19.6
Ukraine,regional sugar for ethanol,19.6
USA,regional corn for ethanol,19.6
Africa_Eastern,regional corn for ethanol,19.6
Africa_Northern,regional corn for ethanol,19.6
Africa_Southern,regional corn for ethanol,19.6
Africa_Western,regional corn for ethanol,19.6
Australia_NZ,regional corn for ethanol,19.6
Brazil,regional corn for ethanol,19.6
Canada,regional corn for ethanol,19.6
Central America and Caribbean,regional corn for ethanol,19.6
Central Asia,regional corn for ethanol,19.6
China,regional corn for ethanol,19.6
India,regional corn for ethanol,19.6
Indonesia,regional corn for ethanol,19.6
Japan,regional corn for ethanol,19.6
Mexico,regional corn for ethanol,19.6
Middle East,regional corn for ethanol,19.6
Pakistan,regional corn for ethanol,19.6
Russia,regional corn for ethanol,19.6
South Africa,regional corn for ethanol,19.6
South America_Northern,regional corn for ethanol,19.6
South America_Southern,regional corn for ethanol,19.6
South Asia,regional corn for ethanol,19.6
South Korea,regional corn for ethanol,19.6
Southeast Asia,regional corn for ethanol,19.6
Taiwan,regional corn for ethanol,19.6
Argentina,regional corn for ethanol,19.6
Colombia,regional corn for ethanol,19.6
Austria,regional corn for ethanol,19.6
Belgium,regional corn for ethanol,19.6
Bulgaria,regional corn for ethanol,19.6
Croatia,regional corn for ethanol,19.6
Cyprus,regional corn for ethanol,19.6
Czech Republic,regional corn for ethanol,19.6
Denmark,regional corn for ethanol,19.6
Estonia,regional corn for ethanol,19.6
Finland,regional corn for ethanol,19.6
France,regional corn for ethanol,19.6
Germany,regional corn for ethanol,19.6
Greece,regional corn for ethanol,19.6
Hungary,regional corn for ethanol,19.6
Ireland,regional corn for ethanol,19.6
Italy,regional corn for ethanol,19.6
Latvia,regional corn for ethanol,19.6
Lithuania,regional corn for ethanol,19.6
Luxembourg,regional corn for ethanol,19.6
Malta,regional corn for ethanol,19.6
Netherlands,regional corn for ethanol,19.6
Poland,regional corn for ethanol,19.6
Portugal,regional corn for ethanol,19.6
Romania,regional corn for ethanol,19.6
Slovakia,regional corn for ethanol,19.6
Slovenia,regional corn for ethanol,19.6
Spain,regional corn for ethanol,19.6
Sweden,regional corn for ethanol,19.6
Albania,regional corn for ethanol,19.6
Belarus,regional corn for ethanol,19.6
Bosnia and Herzegovina,regional corn for ethanol,19.6
Iceland,regional corn for ethanol,19.6
Macedonia,regional corn for ethanol,19.6
Moldova,regional corn for ethanol,19.6
Norway,regional corn for ethanol,19.6
Serbia and Montenegro,regional corn for ethanol,19.6
Switzerland,regional corn for ethanol,19.6
Turkey,regional corn for ethanol,19.6
UK,regional corn for ethanol,19.6
Ukraine,regional corn for ethanol,19.6
USA,coal,27.3
Africa_Eastern,coal,27.3
Africa_Northern,coal,27.3
Africa_Southern,coal,27.3
Africa_Western,coal,27.3
Australia_NZ,coal,27.3
Brazil,coal,27.3
Canada,coal,27.3
Central America and Caribbean,coal,27.3
Central Asia,coal,27.3
China,coal,27.3
India,coal,27.3
Indonesia,coal,27.3
Japan,coal,27.3
Mexico,coal,27.3
Middle East,coal,27.3
Pakistan,coal,27.3
Russia,coal,27.3
South Africa,coal,27.3
South America_Northern,coal,27.3
South America_Southern,coal,27.3
South Asia,coal,27.3
South Korea,coal,27.3
Southeast Asia,coal,27.3
Taiwan,coal,27.3
Argentina,coal,27.3
Colombia,coal,27.3
Austria,coal,27.3
Belgium,coal,27.3
Bulgaria,coal,27.3
Croatia,coal,27.3
Cyprus,coal,27.3
Czech Republic,coal,27.3
Denmark,coal,27.3
Estonia,coal,27.3
Finland,coal,27.3
France,coal,27.3
Germany,coal,27.3
Greece,coal,27.3
Hungary,coal,27.3
Ireland,coal,27.3
Italy,coal,27.3
Latvia,coal,27.3
Lithuania,coal,27.3
Luxembourg,coal,27.3
Malta,coal,27.3
Netherlands,coal,27.3
Poland,coal,27.3
Portugal,coal,27.3
Romania,coal,27.3
Slovakia,coal,27.3
Slovenia,coal,27.3
Spain,coal,27.3
Sweden,coal,27.3
Albania,coal,27.3
Belarus,coal,27.3
Bosnia and Herzegovina,coal,27.3
Iceland,coal,27.3
Macedonia,coal,27.3
Moldova,coal,27.3
Norway,coal,27.3
Serbia and Montenegro,coal,27.3
Switzerland,coal,27.3
Turkey,coal,27.3
UK,coal,27.3
Ukraine,coal,27.3
USA,regional coal,27.3
Africa_Eastern,regional coal,27.3
Africa_Northern,regional coal,27.3
Africa_Southern,regional coal,27.3
Africa_Western,regional coal,27.3
Australia_NZ,regional coal,27.3
Brazil,regional coal,27.3
Canada,regional coal,27.3
Central America and Caribbean,regional coal,27.3
Central Asia,regional coal,27.3
China,regional coal,27.3
India,regional coal,27.3
Indonesia,regional coal,27.3
Japan,regional coal,27.3
Mexico,regional coal,27.3
Middle East,regional coal,27.3
Pakistan,regional coal,27.3
Russia,regional coal,27.3
South Africa,regional coal,27.3
South America_Northern,regional coal,27.3
South America_Southern,regional coal,27.3
South Asia,regional coal,27.3
South Korea,regional coal,27.3
Southeast Asia,regional coal,27.3
Taiwan,regional coal,27.3
Argentina,regional coal,27.3
Colombia,regional coal,27.3
Austria,regional coal,27.3
Belgium,regional coal,27.3
Bulgaria,regional coal,27.3
Croatia,regional coal,27.3
Cyprus,regional coal,27.3
Czech Republic,regional coal,27.3
Denmark,regional coal,27.3
Estonia,regional coal,27.3
Finland,regional coal,27.3
France,regional coal,27.3
Germany,regional coal,27.3
Greece,regional coal,27.3
Hungary,regional coal,27.3
Ireland,regional coal,27.3
Italy,regional coal,27.3
Latvia,regional coal,27.3
Lithuania,regional coal,27.3
Luxembourg,regional coal,27.3
Malta,regional coal,27.3
Netherlands,regional coal,27.3
Poland,regional coal,27.3
Portugal,regional coal,27.3
Romania,regional coal,27.3
Slovakia,regional coal,27.3
Slovenia,regional coal,27.3
Spain,regional coal,27.3
Sweden,regional coal,27.3
Albania,regional coal,27.3
Belarus,regional coal,27.3
Bosnia and Herzegovina,regional coal,27.3
Iceland,regional coal,27.3
Macedonia,regional coal,27.3
Moldova,regional coal,27.3
Norway,regional coal,27.3
Serbia and Montenegro,regional coal,27.3
Switzerland,regional coal,27.3
Turkey,regional coal,27.3
UK,regional coal,27.3
Ukraine,regional coal,27.3
USA,delivered coal,27.3
Africa_Eastern,delivered coal,27.3
Africa_Northern,delivered coal,27.3
Africa_Southern,delivered coal,27.3
Africa_Western,delivered coal,27.3
Australia_NZ,delivered coal,27.3
Brazil,delivered coal,27.3
Canada,delivered coal,27.3
Central America and Caribbean,delivered coal,27.3
Central Asia,delivered coal,27.3
China,delivered coal,27.3
India,delivered coal,27.3
Indonesia,delivered coal,27.3
Japan,delivered coal,27.3
Mexico,delivered coal,27.3
Middle East,delivered coal,27.3
Pakistan,delivered coal,27.3
Russia,delivered coal,27.3
South Africa,delivered coal,27.3
South America_Northern,delivered coal,27.3
South America_Southern,delivered coal,27.3
South Asia,delivered coal,27.3
South Korea,delivered coal,27.3
Southeast Asia,delivered coal,27.3
Taiwan,delivered coal,27.3
Argentina,delivered coal,27.3
Colombia,delivered coal,27.3
Austria,delivered coal,27.3
Belgium,delivered coal,27.3
Bulgaria,delivered coal,27.3
Croatia,delivered coal,27.3
Cyprus,delivered coal,27.3
Czech Republic,delivered coal,27.3
Denmark,delivered coal,27.3
Estonia,delivered coal,27.3
Finland,delivered coal,27.3
France,delivered coal,27.3
Germany,delivered coal,27.3
Greece,delivered coal,27.3
Hungary,delivered coal,27.3
Ireland,delivered coal,27.3
Italy,delivered coal,27.3
Latvia,delivered coal,27.3
Lithuania,delivered coal,27.3
Luxembourg,delivered coal,27.3
Malta,delivered coal,27.3
Netherlands,delivered coal,27.3
Poland,delivered coal,27.3
Portugal,delivered coal,27.3
Romania,delivered coal,27.3
Slovakia,delivered coal,27.3
Slovenia,delivered coal,27.3
Spain,delivered coal,27.3
Sweden,delivered coal,27.3
Albania,delivered coal,27.3
Belarus,delivered coal,27.3
Bosnia and Herzegovina,delivered coal,27.3
Iceland,delivered coal,27.3
Macedonia,delivered coal,27.3
Moldova,delivered coal,27.3
Norway,delivered coal,27.3
Serbia and Montenegro,delivered coal,27.3
Switzerland,delivered coal,27.3
Turkey,delivered coal,27.3
UK,delivered coal,27.3
Ukraine,delivered coal,27.3
USA,delivered coal industry,27.3
Africa_Eastern,delivered coal industry,27.3
Africa_Northern,delivered coal industry,27.3
Africa_Southern,delivered coal industry,27.3
Africa_Western,delivered coal industry,27.3
Australia_NZ,delivered coal industry,27.3
Brazil,delivered coal industry,27.3
Canada,delivered coal industry,27.3
Central America and Caribbean,delivered coal industry,27.3
Central Asia,delivered coal industry,27.3
China,delivered coal industry,27.3
India,delivered coal industry,27.3
Indonesia,delivered coal industry,27.3
Japan,delivered coal industry,27.3
Mexico,delivered coal industry,27.3
Middle East,delivered coal industry,27.3
Pakistan,delivered coal industry,27.3
Russia,delivered coal industry,27.3
South Africa,delivered coal industry,27.3
South America_Northern,delivered coal industry,27.3
South America_Southern,delivered coal industry,27.3
South Asia,delivered coal industry,27.3
South Korea,delivered coal industry,27.3
Southeast Asia,delivered coal industry,27.3
Taiwan,delivered coal industry,27.3
Argentina,delivered coal industry,27.3
Colombia,delivered coal industry,27.3
Austria,delivered coal industry,27.3
Belgium,delivered coal industry,27.3
Bulgaria,delivered coal industry,27.3
Croatia,delivered coal industry,27.3
Cyprus,delivered coal industry,27.3
Czech Republic,delivered coal industry,27.3
Denmark,delivered coal industry,27.3
Estonia,delivered coal industry,27.3
Finland,delivered coal industry,27.3
France,delivered coal industry,27.3
Germany,delivered coal industry,27.3
Greece,delivered coal industry,27.3
Hungary,delivered coal industry,27.3
Ireland,delivered coal industry,27.3
Italy,delivered coal industry,27.3
Latvia,delivered coal industry,27.3
Lithuania,delivered coal industry,27.3
Luxembourg,delivered coal industry,27.3
Malta,delivered coal industry,27.3
Netherlands,delivered coal industry,27.3
Poland,delivered coal industry,27.3
Portugal,delivered coal industry,27.3
Romania,delivered coal industry,27.3
Slovakia,delivered coal industry,27.3
Slovenia,delivered coal industry,27.3
Spain,delivered coal industry,27.3
Sweden,delivered coal industry,27.3
Albania,delivered coal industry,27.3
Belarus,delivered coal industry,27.3
Bosnia and Herzegovina,delivered coal industry,27.3
Iceland,delivered coal industry,27.3
Macedonia,delivered coal industry,27.3
Moldova,delivered coal industry,27.3
Norway,delivered coal industry,27.3
Serbia and Montenegro,delivered coal industry,27.3
Switzerland,delivered coal industry,27.3
Turkey,delivered coal industry,27.3
UK,delivered coal industry,27.3
Ukraine,delivered coal industry,27.3
USA,natural gas,14.2
Africa_Eastern,natural gas,14.2
Africa_Northern,natural gas,14.2
Africa_Southern,natural gas,14.2
Africa_Western,natural gas,14.2
Australia_NZ,natural gas,14.2
Brazil,natural gas,14.2
Canada,natural gas,14.2
Central America and Caribbean,natural gas,14.2
Central Asia,natural gas,14.2
China,natural gas,14.2
India,natural gas,14.2
Indonesia,natural gas,14.2
Japan,natural gas,14.2
Mexico,natural gas,14.2
Middle East,natural gas,14.2
Pakistan,natural gas,14.2
Russia,natural gas,14.2
South Africa,natural gas,14.2
South America_Northern,natural gas,14.2
South America_Southern,natural gas,14.2
South Asia,natural gas,14.2
South Korea,natural gas,14.2
Southeast Asia,natural gas,14.2
Taiwan,natural gas,14.2
Argentina,natural gas,14.2
Colombia,natural gas,14.2
Austria,natural gas,14.2
Belgium,natural gas,14.2
Bulgaria,natural gas,14.2
Croatia,natural gas,14.2
Cyprus,natural gas,14.2
Czech Republic,natural gas,14.2
Denmark,natural gas,14.2
Estonia,natural gas,14.2
Finland,natural gas,14.2
France,natural gas,14.2
Germany,natural gas,14.2
Greece,natural gas,14.2
Hungary,natural gas,14.2
Ireland,natural gas,14.2
Italy,natural gas,14.2
Latvia,natural gas,14.2
Lithuania,natural gas,14.2
Luxembourg,natural gas,14.2
Malta,natural gas,14.2
Netherlands,natural gas,14.2
Poland,natural gas,14.2
Portugal,natural gas,14.2
Romania,natural gas,14.2
Slovakia,natural gas,14.2
Slovenia,natural gas,14.2
Spain,natural gas,14.2
Sweden,natural gas,14.2
Albania,natural gas,14.2
Belarus,natural gas,14.2
Bosnia and Herzegovina,natural gas,14.2
Iceland,natural gas,14.2
Macedonia,natural gas,14.2
Moldova,natural gas,14.2
Norway,natural gas,14.2
Serbia and Montenegro,natural gas,14.2
Switzerland,natural gas,14.2
Turkey,natural gas,14.2
UK,natural gas,14.2
Ukraine,natural gas,14.2
USA,regional natural gas,14.2
Africa_Eastern,regional natural gas,14.2
Africa_Northern,regional natural gas,14.2
Africa_Southern,regional natural gas,14.2
Africa_Western,regional natural gas,14.2
Australia_NZ,regional natural gas,14.2
Brazil,regional natural gas,14.2
Canada,regional natural gas,14.2
Central America and Caribbean,regional natural gas,14.2
Central Asia,regional natural gas,14.2
China,regional natural gas,14.2
India,regional natural gas,14.2
Indonesia,regional natural gas,14.2
Japan,regional natural gas,14.2
Mexico,regional natural gas,14.2
Middle East,regional natural gas,14.2
Pakistan,regional natural gas,14.2
Russia,regional natural gas,14.2
South Africa,regional natural gas,14.2
South America_Northern,regional natural gas,14.2
South America_Southern,regional natural gas,14.2
South Asia,regional natural gas,14.2
South Korea,regional natural gas,14.2
Southeast Asia,regional natural gas,14.2
Taiwan,regional natural gas,14.2
Argentina,regional natural gas,14.2
Colombia,regional natural gas,14.2
Austria,regional natural gas,14.2
Belgium,regional natural gas,14.2
Bulgaria,regional natural gas,14.2
Croatia,regional natural gas,14.2
Cyprus,regional natural gas,14.2
Czech Republic,regional natural gas,14.2
Denmark,regional natural gas,14.2
Estonia,regional natural gas,14.2
Finland,regional natural gas,14.2
France,regional natural gas,14.2
Germany,regional natural gas,14.2
Greece,regional natural gas,14.2
Hungary,regional natural gas,14.2
Ireland,regional natural gas,14.2
Italy,regional natural gas,14.2
Latvia,regional natural gas,14.2
Lithuania,regional natural gas,14.2
Luxembourg,regional natural gas,14.2
Malta,regional natural gas,14.2
Netherlands,regional natural gas,14.2
Poland,regional natural gas,14.2
Portugal,regional natural gas,14.2
Romania,regional natural gas,14.2
Slovakia,regional natural gas,14.2
Slovenia,regional natural gas,14.2
Spain,regional natural gas,14.2
Sweden,regional natural gas,14.2
Albania,regional natural gas,14.2
Belarus,regional natural gas,14.2
Bosnia and Herzegovina,regional natural gas,14.2
Iceland,regional natural gas,14.2
Macedonia,regional natural gas,14.2
Moldova,regional natural gas,14.2
Norway,regional natural gas,14.2
Serbia and Montenegro,regional natural gas,14.2
Switzerland,regional natural gas,14.2
Turkey,regional natural gas,14.2
UK,regional natural gas,14.2
Ukraine,regional natural gas,14.2
USA,gas processing,14.2
Africa_Eastern,gas processing,14.2
Africa_Northern,gas processing,14.2
Africa_Southern,gas processing,14.2
Africa_Western,gas processing,14.2
Australia_NZ,gas processing,14.2
Brazil,gas processing,14.2
Canada,gas processing,14.2
Central America and Caribbean,gas processing,14.2
Central Asia,gas processing,14.2
China,gas processing,14.2
India,gas processing,14.2
Indonesia,gas processing,14.2
Japan,gas processing,14.2
Mexico,gas processing,14.2
Middle East,gas processing,14.2
