# Prices of all markets
market,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,unit_conv
Helmand_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
HongHong_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
HongHong_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
Hong_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
HuangHeRHuangHeR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
HuangHeRHuangHeR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
HuangHeR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
HudsonBayHudsonBay_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
HudsonBayHudsonBay_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
HudsonBay_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
IberiaCstIberiaCst_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
IberiaCstIberiaCst_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
IberiaCst_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
IcelandIceland_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
IcelandIceland_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
IdnEIdnE_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
IdnEIdnE_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
IdnE_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
IndCstEIndCstE_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
IndCstEIndCstE_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
IndCstE_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
IndCstNEIndCstNE_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
IndCstNEIndCstNE_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
IndCstNE_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
IndCstSIndCstS_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
IndCstSIndCstS_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
IndCstS_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
IndCstWIndCstW_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
IndCstWIndCstW_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
IndCstW_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
IndusRIndusR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
IndusRIndusR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
IndusR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
IranIran_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
IranIran_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
Iran_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
IrelandIreland_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
IrelandIreland_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
Ireland_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
IrianJayaIrianJaya_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
IrianJayaIrianJaya_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
IrianJaya_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
IrrawaddyRIrrawaddyR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
IrrawaddyRIrrawaddyR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
IrrawaddyR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
ItalyCstEItalyCstE_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
ItalyCstEItalyCstE_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
ItalyCstE_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
ItalyCstWItalyCstW_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
ItalyCstWItalyCstW_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
ItalyCstW_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
Japan_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
Japan_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
Japan_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
JavaTimorJavaTimor_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
JavaTimorJavaTimor_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
JavaTimor_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
KalimantanKalimantan_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
KalimantanKalimantan_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
Kalimantan_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
KaraSeaKaraSea_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
KaraSeaKaraSea_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
KoreaKorea_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
KoreaKorea_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
Korea_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
KrishnaRKrishnaR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
KrishnaRKrishnaR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
KrishnaR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
LBalkashLBalkash_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
LBalkashLBalkash_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
LBalkash_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
LChadLChad_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
LChadLChad_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
LChad_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
LaPunaLaPuna_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
LaPunaLaPuna_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
LaPuna_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
Legumes,NoReported,,,,,,,,,,,,,,,,,,1
LenaRLenaR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
LenaRLenaR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
LimpopoRLimpopoR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
LimpopoRLimpopoR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
LimpopoR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
LoireRLoireR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
LoireRLoireR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
LoireR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
MackenzieMackenzie_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
MackenzieMackenzie_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
Mackenzie_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
MadagascarMadagascar_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
MadagascarMadagascar_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
MagdalenaRMagdalenaR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
MagdalenaRMagdalenaR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
MahanadiRMahanadiR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
MahanadiRMahanadiR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
MahanadiR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
MahiRMahiR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
MahiRMahiR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
MahiR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
MalaysiaPMalaysiaP_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
MalaysiaPMalaysiaP_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
MalaysiaP_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
MarChiqMarChiq_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
MarChiqMarChiq_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
MarChiq_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
MeditEMeditE_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
MeditEMeditE_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
MeditE_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
MeditIslMeditIsl_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
MeditIslMeditIsl_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
MeditIsl_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
MeditSMeditS_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
MeditSMeditS_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
MeditS_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
MekongMekong_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
MekongMekong_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
Mekong_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
MexBajaMexBaja_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
MexBajaMexBaja_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
MexBaja_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
MexCstNWMexCstNW_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
MexCstNWMexCstNW_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
MexCstNW_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
MexCstWMexCstW_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
MexCstWMexCstW_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
MexCstW_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
MexGulfMexGulf_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
MexGulfMexGulf_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
MexGulf_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
MexIntMexInt_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
MexIntMexInt_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
MexInt_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
MiscCrop,NoReported,,,,,,,,,,,,,,,,,,1
MissouriRMissouriR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
MissouriRMissouriR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
MissouriR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
MissppRNMissppRN_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
MissppRNMissppRN_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
MissppRN_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
MissppRSMissppRS_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
MissppRSMissppRS_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
MissppRS_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
MurrayDrlgMurrayDrlg_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
MurrayDrlgMurrayDrlg_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
MurrayDrlg_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
N fertilizer,NoReported,,,,,,,,,,,,,,,,,,1
N2O,NoReported,,,,,,,,,,,,,,,,,,1
N2O_AGR,NoReported,,,,,,,,,,,,,,,,,,1
N2O_AWB,NoReported,,,,,,,,,,,,,,,,,,1
NWTerrNWTerr_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
NWTerrNWTerr_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
NWTerr_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
NarmadaRNarmadaR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
NarmadaRNarmadaR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
NarmadaR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
NarvaRNarvaR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
NarvaRNarvaR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
NegroRNegroR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
NegroRNegroR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
NegroR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
NelsonRNelsonR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
NelsonRNelsonR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
NelsonR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
NemanRNemanR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
NemanRNemanR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
NemanR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
NevaRNevaR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
NevaRNevaR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
NevaR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
NewCalednNewCaledn_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
NewCalednNewCaledn_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
NewZealandNewZealand_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
NewZealandNewZealand_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
NigerRNigerR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
NigerRNigerR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
NigerR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
NileRNileR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
NileRNileR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
NileR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
NonFoodDemand_Forest,NoReported,,,,,,,,,,,,,,,,,,1
NonFoodDemand_Forest-tfe,NoReported,,,,,,,,,,,,,,,,,,1
NonFoodDemand_Crops,NoReported,,,,,,,,,,,,,,,,,,1
NonFoodDemand_Crops-tfe,NoReported,,,,,,,,,,,,,,,,,,1
NonFoodDemand_Meat,NoReported,,,,,,,,,,,,,,,,,,1
NonFoodDemand_Meat-tfe,NoReported,,,,,,,,,,,,,,,,,,1
NonFoodDemand_sawnwood,NoReported,,,,,,,,,,,,,,,,,,1
NonFoodDemand_sawnwood-tfe,NoReported,,,,,,,,,,,,,,,,,,1
NutsSeeds,NoReported,,,,,,,,,,,,,,,,,,1
ObRObR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
ObRObR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
ObR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
OderROderR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
OderROderR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
OderR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
OhioROhioR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
OhioROhioR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
OhioR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
OilCrop,NoReported,,,,,,,,,,,,,,,,,,1
OilPalm,NoReported,,,,,,,,,,,,,,,,,,1
OrangeROrangeR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
OrangeROrangeR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
OrangeR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
OrinocoROrinocoR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
OrinocoROrinocoR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
OrinocoR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
OtherGrain,NoReported,,,,,,,,,,,,,,,,,,1
PacArcticPacArctic_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
PacArcticPacArctic_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
PacArctic_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
PampasPampas_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
PampasPampas_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
Pampas_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
PapaloapanPapaloapan_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
PapaloapanPapaloapan_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
Papaloapan_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
PapuaCstPapuaCst_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
PapuaCstPapuaCst_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
ParnaibaRParnaibaR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
ParnaibaRParnaibaR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
ParnaibaR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
Pasture,NoReported,,,,,,,,,,,,,,,,,,1
Pasture_FodderGrass,NoReported,,,,,,,,,,,,,,,,,,1
PatagoniaPatagonia_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
PatagoniaPatagonia_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
PennarRPennarR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
PennarRPennarR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
PennarR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
PersianGulfPersianGulf_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
PersianGulfPersianGulf_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
PersianGulf_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
PeruCstPeruCst_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
PeruCstPeruCst_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
PeruCst_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
PhlppnsPhlppns_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
PhlppnsPhlppns_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
PoRPoR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
PoRPoR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
PoR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
PolandCstPolandCst_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
PolandCstPolandCst_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
PolandCst_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
Pork,NoReported,,,,,,,,,,,,,,,,,,1
Poultry,NoReported,,,,,,,,,,,,,,,,,,1
ROWC2F6,NoReported,,,,,,,,,,,,,,,,,,1
ROWCF4,NoReported,,,,,,,,,,,,,,,,,,1
ROWCH4,NoReported,,,,,,,,,,,,,,,,,,1
ROWCH4_AGR,NoReported,,,,,,,,,,,,,,,,,,1
ROWCH4_AWB,NoReported,,,,,,,,,,,,,,,,,,1
ROWCO2,NoReported,,,,,,,,,,,,,,,,,,1
ROWGHG,NoReported,,,,,,,,,,,,,,,,,,1
ROWHFC125,NoReported,,,,,,,,,,,,,,,,,,1
ROWHFC134a,NoReported,,,,,,,,,,,,,,,,,,1
ROWHFC143a,NoReported,,,,,,,,,,,,,,,,,,1
ROWHFC152a,NoReported,,,,,,,,,,,,,,,,,,1
ROWHFC227ea,NoReported,,,,,,,,,,,,,,,,,,1
ROWHFC23,NoReported,,,,,,,,,,,,,,,,,,1
ROWHFC236fa,NoReported,,,,,,,,,,,,,,,,,,1
ROWHFC245fa,NoReported,,,,,,,,,,,,,,,,,,1
ROWHFC32,NoReported,,,,,,,,,,,,,,,,,,1
ROWHFC365mfc,NoReported,,,,,,,,,,,,,,,,,,1
ROWN2O,NoReported,,,,,,,,,,,,,,,,,,1
ROWN2O_AGR,NoReported,,,,,,,,,,,,,,,,,,1
ROWN2O_AWB,NoReported,,,,,,,,,,,,,,,,,,1
ROWSF6,NoReported,,,,,,,,,,,,,,,,,,1
RedSeaERedSeaE_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
RedSeaERedSeaE_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
RedSeaE_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
RhineRRhineR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
RhineRRhineR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
RhineR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
RhoneRRhoneR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
RhoneRRhoneR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
RhoneR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
Rice,NoReported,,,,,,,,,,,,,,,,,,1
RiftValleyRiftValley_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
RiftValleyRiftValley_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
RiftValley_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
RioBalsasRioBalsas_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
RioBalsasRioBalsas_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
RioBalsas_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
RioGrandeRioGrande_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
RioGrandeRioGrande_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
RioGrande_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
RioLaPlataRioLaPlata_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
RioLaPlataRioLaPlata_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
RioLaPlata_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
RioLermaRioLerma_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
RioLermaRioLerma_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
RioLerma_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
RioVerdeRioVerde_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
RioVerdeRioVerde_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
RioVerde_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
RootTuber,NoReported,,,,,,,,,,,,,,,,,,1
RusCstSERusCstSE_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
RusCstSERusCstSE_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
RusCstSE_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
SAmerCstNESAmerCstNE_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SAmerCstNESAmerCstNE_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
SAmerCstNE_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
SAmerCstNSAmerCstN_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SAmerCstNSAmerCstN_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
SAmerCstN_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
SChinaSea_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
SF6,NoReported,,,,,,,,,,,,,,,,,,1
SSeaSChinaSea_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SSeaSChinaSea_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
SabarmatiRSabarmatiR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SabarmatiRSabarmatiR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
SabarmatiR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
SalinasSalinas_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SalinasSalinas_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
SalweenSalween_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SalweenSalween_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
Salween_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
SaoFrancRSaoFrancR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SaoFrancRSaoFrancR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
SaoFrancR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
Scavenging_Other,NoReported,,,,,,,,,,,,,,,,,,1
ScheldtRScheldtR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
ScheldtRScheldtR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
ScheldtR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
ScndnvNScndnvN_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
ScndnvNScndnvN_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
ScndnvN_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
ScotlandScotland_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
ScotlandScotland_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
Scotland_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
SeineRSeineR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SeineRSeineR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
SeineR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
SenegalRSenegalR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SenegalRSenegalR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
SepikRSepikR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SepikRSepikR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
ShebJubRShebJubR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
ShebJubRShebJubR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
ShebJubR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
SheepGoat,NoReported,,,,,,,,,,,,,,,,,,1
SiberiaNSiberiaN_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SiberiaNSiberiaN_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
SiberiaWSiberiaW_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SiberiaWSiberiaW_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
SinaiPSinaiP_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SinaiPSinaiP_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
SinaiP_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
SittaungRSittaungR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SittaungRSittaungR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
SolomonIslSolomonIsl_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SolomonIslSolomonIsl_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
Soybean,NoReported,,,,,,,,,,,,,,,,,,1
SpainCstSESpainCstSE_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SpainCstSESpainCstSE_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
SpainCstSE_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
SriLankaSriLanka_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
SriLankaSriLanka_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
SriLanka_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
StLwrncRStLwrncR_water consumption,NoReported,,,,,,,,,,,,,,,,,,1
StLwrncRStLwrncR_water withdrawals,NoReported,,,,,,,,,,,,,,,,,,1
StLwrncR_desalinated water,NoReported,,,,,,,,,,,,,,,,,,1
SugarCrop,NoReported,,,,,,,,,,,,,,,,,,1
