# HDD and CDD. Same for all scenarios and GCAM versions. Simply check that the loaded version in the config file matches this data.
# Source: GCAM DB; module_energy_L143.HDDCDD; constdd_no_GCM
scenario,region,var,year,value
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,1975,364
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,1990,324
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,2005,330
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,2010,330
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,2015,331
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,2020,328
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,2025,326
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,2030,325
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,2035,323
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,2040,322
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,2045,320
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,2050,319
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,2055,318
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,2060,316
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,2065,315
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,2070,314
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,2075,313
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,2080,311
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,2085,310
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,2090,309
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,2095,308
scen,Africa_Eastern,Energy Service|Residential|Heating Degree Days,2100,307
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,1975,2203
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,1990,2300
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,2005,2333
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,2010,2341
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,2015,2352
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,2020,2360
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,2025,2368
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,2030,2378
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,2035,2390
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,2040,2402
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,2045,2414
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,2050,2424
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,2055,2434
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,2060,2444
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,2065,2453
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,2070,2462
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,2075,2470
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,2080,2476
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,2085,2482
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,2090,2487
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,2095,2492
scen,Africa_Northern,Energy Service|Residential|Cooling Degree Days,2100,2496
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,1975,1530
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,1990,1492
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2005,1470
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2010,1465
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2015,1459
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2020,1454
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2025,1450
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2030,1443
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2035,1435
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2040,1427
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2045,1419
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2050,1412
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2055,1405
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2060,1398
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2065,1391
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2070,1385
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2075,1379
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2080,1374
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2085,1371
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2090,1367
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2095,1364
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2100,1361
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,1975,1530
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,1990,1492
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2005,1470
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2010,1465
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2015,1459
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2020,1454
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2025,1450
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2030,1443
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2035,1435
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2040,1427
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2045,1419
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2050,1412
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2055,1405
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2060,1398
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2065,1391
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2070,1385
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2075,1379
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2080,1374
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2085,1371
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2090,1367
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2095,1364
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2100,1361
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,1975,1530
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,1990,1492
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2005,1470
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2010,1465
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2015,1459
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2020,1454
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2025,1450
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2030,1443
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2035,1435
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2040,1427
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2045,1419
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2050,1412
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2055,1405
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2060,1398
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2065,1391
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2070,1385
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2075,1379
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2080,1374
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2085,1371
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2090,1367
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2095,1364
scen,Africa_Northern,Energy Service|Residential|Heating Degree Days,2100,1361
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,1975,2684
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,1990,2733
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,2005,2779
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,2010,2789
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,2015,2794
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,2020,2800
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,2025,2804
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,2030,2808
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,2035,2811
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,2040,2814
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,2045,2816
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,2050,2819
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,2055,2821
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,2060,2823
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,2065,2824
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,2070,2826
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,2075,2827
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,2080,2827
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,2085,2827
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,2090,2828
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,2095,2828
scen,Africa_Southern,Energy Service|Residential|Cooling Degree Days,2100,2828
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,1975,278
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,1990,252
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2005,220
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2010,207
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2015,197
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2020,190
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2025,183
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2030,177
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2035,172
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2040,167
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2045,162
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2050,158
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2055,154
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2060,151
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2065,148
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2070,145
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2075,142
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2080,140
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2085,138
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2090,137
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2095,136
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2100,134
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,1975,278
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,1990,252
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2005,220
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2010,207
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2015,197
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2020,190
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2025,183
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2030,177
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2035,172
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2040,167
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2045,162
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2050,158
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2055,154
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2060,151
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2065,148
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2070,145
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2075,142
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2080,140
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2085,138
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2090,137
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2095,136
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2100,134
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,1975,278
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,1990,252
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2005,220
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2010,207
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2015,197
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2020,190
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2025,183
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2030,177
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2035,172
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2040,167
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2045,162
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2050,158
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2055,154
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2060,151
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2065,148
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2070,145
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2075,142
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2080,140
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2085,138
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2090,137
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2095,136
scen,Africa_Southern,Energy Service|Residential|Heating Degree Days,2100,134
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,1975,5318
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,1990,5420
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,2005,5421
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,2010,5419
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,2015,5417
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,2020,5412
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,2025,5407
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,2030,5402
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,2035,5400
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,2040,5398
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,2045,5397
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,2050,5397
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,2055,5397
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,2060,5398
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,2065,5399
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,2070,5400
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,2075,5402
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,2080,5404
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,2085,5406
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,2090,5409
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,2095,5413
scen,Africa_Western,Energy Service|Residential|Cooling Degree Days,2100,5416
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,1975,14
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,1990,13
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2005,13
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2010,13
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2015,14
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2020,14
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2025,15
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2030,15
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2035,15
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2040,16
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2045,16
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2050,16
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2055,16
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2060,16
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2065,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2070,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2075,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2080,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2085,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2090,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2095,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2100,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,1975,14
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,1990,13
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2005,13
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2010,13
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2015,14
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2020,14
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2025,15
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2030,15
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2035,15
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2040,16
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2045,16
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2050,16
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2055,16
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2060,16
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2065,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2070,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2075,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2080,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2085,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2090,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2095,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2100,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,1975,14
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,1990,13
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2005,13
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2010,13
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2015,14
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2020,14
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2025,15
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2030,15
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2035,15
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2040,16
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2045,16
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2050,16
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2055,16
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2060,16
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2065,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2070,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2075,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2080,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2085,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2090,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2095,17
scen,Africa_Western,Energy Service|Residential|Heating Degree Days,2100,17
scen,Argentina,Energy Service|Residential|Cooling Degree Days,1975,1245
scen,Argentina,Energy Service|Residential|Cooling Degree Days,1990,1259
scen,Argentina,Energy Service|Residential|Cooling Degree Days,2005,1262
scen,Argentina,Energy Service|Residential|Cooling Degree Days,2010,1262
scen,Argentina,Energy Service|Residential|Cooling Degree Days,2015,1262
scen,Argentina,Energy Service|Residential|Cooling Degree Days,2020,1262
scen,Argentina,Energy Service|Residential|Cooling Degree Days,2025,1262
scen,Argentina,Energy Service|Residential|Cooling Degree Days,2030,1262
scen,Argentina,Energy Service|Residential|Cooling Degree Days,2035,1262
scen,Argentina,Energy Service|Residential|Cooling Degree Days,2040,1262
scen,Argentina,Energy Service|Residential|Cooling Degree Days,2045,1262
scen,Argentina,Energy Service|Residential|Cooling Degree Days,2050,1262
scen,Argentina,Energy Service|Residential|Cooling Degree Days,2055,1262
scen,Argentina,Energy Service|Residential|Cooling Degree Days,2060,1262
scen,Argentina,Energy Service|Residential|Cooling Degree Days,2065,1262
scen,Argentina,Energy Service|Residential|Cooling Degree Days,2070,1262
scen,Argentina,Energy Service|Residential|Cooling Degree Days,2075,1262
scen,Argentina,Energy Service|Residential|Cooling Degree Days,2080,1262
scen,Argentina,Energy Service|Residential|Cooling Degree Days,2085,1262
scen,Argentina,Energy Service|Residential|Cooling Degree Days,2090,1262
scen,Argentina,Energy Service|Residential|Cooling Degree Days,2095,1262
scen,Argentina,Energy Service|Residential|Cooling Degree Days,2100,1262
scen,Argentina,Energy Service|Residential|Heating Degree Days,1975,2126
scen,Argentina,Energy Service|Residential|Heating Degree Days,1990,2062
scen,Argentina,Energy Service|Residential|Heating Degree Days,2005,2060
scen,Argentina,Energy Service|Residential|Heating Degree Days,2010,2060
scen,Argentina,Energy Service|Residential|Heating Degree Days,2015,2060
scen,Argentina,Energy Service|Residential|Heating Degree Days,2020,2060
scen,Argentina,Energy Service|Residential|Heating Degree Days,2025,2060
scen,Argentina,Energy Service|Residential|Heating Degree Days,2030,2060
scen,Argentina,Energy Service|Residential|Heating Degree Days,2035,2060
scen,Argentina,Energy Service|Residential|Heating Degree Days,2040,2060
scen,Argentina,Energy Service|Residential|Heating Degree Days,2045,2060
scen,Argentina,Energy Service|Residential|Heating Degree Days,2050,2060
scen,Argentina,Energy Service|Residential|Heating Degree Days,2055,2060
scen,Argentina,Energy Service|Residential|Heating Degree Days,2060,2060
scen,Argentina,Energy Service|Residential|Heating Degree Days,2065,2060
